Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-04,2,7.79,-2,15.58,1,0,4,4,2,False
2023-01-11,1,7.79,-1,7.79,1,1,11,11,2,False
2023-01-14,1,7.79,-2,7.79,1,1,14,14,5,True
2023-01-16,1,7.79,-3,7.79,1,2,16,16,0,False
2023-01-18,1,7.79,-2,7.79,1,2,18,18,2,False
2023-01-23,1,7.79,-1,7.79,1,3,23,23,0,False
2023-01-24,1,7.79,-2,7.79,1,3,24,24,1,False
2023-01-28,1,7.79,-3,7.79,1,3,28,28,5,True
2023-01-31,1,7.79,-1,7.79,1,4,31,31,1,False
2023-02-04,1,7.79,-2,7.79,2,0,35,4,5,True
2022-11-01,1,7.79,-1,7.79,11,0,305,1,1,False
2022-11-04,1,7.79,-2,7.79,11,0,308,4,4,False
2022-11-05,1,7.79,-3,7.79,11,0,309,5,5,True
2022-11-11,1,7.79,-1,7.79,11,1,315,11,4,False
2022-11-19,1,7.79,-1,7.79,11,2,323,19,5,True
2022-11-24,1,7.79,-1,7.79,11,3,328,24,3,False
2022-11-25,1,7.79,-2,7.79,11,3,329,25,4,False
2022-11-26,1,7.79,-3,7.79,11,3,330,26,5,True
2022-12-02,1,7.79,-1,7.79,12,0,336,2,4,False
2022-12-15,1,7.79,-1,7.79,12,2,349,15,3,False
2022-12-16,1,7.79,-2,7.79,12,2,350,16,4,False
