Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,6.79,-1,6.79,1,0,2,2,0,False
2023-01-04,1,6.79,-2,6.79,1,0,4,4,2,False
2023-01-05,1,6.79,-3,6.79,1,0,5,5,3,False
2023-01-06,2,6.79,-5,13.58,1,0,6,6,4,False
2023-01-07,1,6.79,-6,6.79,1,0,7,7,5,True
2023-01-09,1,6.79,-1,6.79,1,1,9,9,0,False
2023-01-12,1,6.79,-2,6.79,1,1,12,12,3,False
2023-01-13,2,6.79,-4,13.58,1,1,13,13,4,False
2023-01-14,2,6.79,-6,13.58,1,1,14,14,5,True
2023-01-16,1,6.79,-7,6.79,1,2,16,16,0,False
2023-01-17,1,6.79,-8,6.79,1,2,17,17,1,False
2023-01-18,1,6.79,-3,6.79,1,2,18,18,2,False
2023-01-19,2,6.79,-5,13.58,1,2,19,19,3,False
2023-01-20,1,6.79,-6,6.79,1,2,20,20,4,False
2023-01-23,1,6.79,-1,6.79,1,3,23,23,0,False
2023-01-24,1,6.79,-2,6.79,1,3,24,24,1,False
2023-01-25,1,6.79,-3,6.79,1,3,25,25,2,False
2023-01-26,2,6.79,-5,13.58,1,3,26,26,3,False
2023-01-27,2,6.79,-7,13.58,1,3,27,27,4,False
2023-01-28,1,6.79,-8,6.79,1,3,28,28,5,True
2023-01-30,1,6.79,-1,6.79,1,4,30,30,0,False
2023-02-01,1,6.79,-2,6.79,2,0,32,1,2,False
2023-02-02,1,6.79,-3,6.79,2,0,33,2,3,False
2023-02-03,2,6.79,-5,13.58,2,0,34,3,4,False
2023-02-04,2,6.79,-7,13.58,2,0,35,4,5,True
2022-05-09,1,6.59,-1,6.59,5,1,129,9,0,False
2022-05-10,1,6.59,-2,6.59,5,1,130,10,1,False
2022-05-11,2,6.59,-4,13.18,5,1,131,11,2,False
2022-05-12,1,6.59,-5,6.59,5,1,132,12,3,False
2022-05-13,1,6.59,-6,6.59,5,1,133,13,4,False
2022-05-14,2,6.59,-8,13.18,5,1,134,14,5,True
2022-05-16,1,6.59,-9,6.59,5,2,136,16,0,False
2022-05-17,1,6.59,-10,6.59,5,2,137,17,1,False
2022-05-18,2,6.59,-12,13.18,5,2,138,18,2,False
2022-05-19,2,6.59,-14,13.18,5,2,139,19,3,False
