Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,5.99,-1,5.99,1,0,2,2,0,False
2023-01-04,1,5.99,-2,5.99,1,0,4,4,2,False
2023-01-05,1,5.99,-3,5.99,1,0,5,5,3,False
2023-01-06,1,5.99,-4,5.99,1,0,6,6,4,False
2023-01-07,1,5.99,-5,5.99,1,0,7,7,5,True
2023-01-09,1,5.99,-1,5.99,1,1,9,9,0,False
2023-01-10,1,5.99,-2,5.99,1,1,10,10,1,False
2023-01-11,1,5.99,-3,5.99,1,1,11,11,2,False
2023-01-12,1,5.99,-4,5.99,1,1,12,12,3,False
2023-01-13,1,5.99,-5,5.99,1,1,13,13,4,False
2023-01-14,1,5.99,-6,5.99,1,1,14,14,5,True
2023-01-16,1,5.99,-7,5.99,1,2,16,16,0,False
2023-01-17,1,5.99,-8,5.99,1,2,17,17,1,False
2023-01-18,2,5.99,-4,11.98,1,2,18,18,2,False
2023-01-19,1,5.99,-5,5.99,1,2,19,19,3,False
2023-01-20,1,5.99,-6,5.99,1,2,20,20,4,False
2023-01-23,1,5.99,-1,5.99,1,3,23,23,0,False
2023-01-24,1,5.99,-2,5.99,1,3,24,24,1,False
2023-01-25,1,5.99,-3,5.99,1,3,25,25,2,False
2023-01-26,1,5.99,-4,5.99,1,3,26,26,3,False
2023-01-27,1,5.99,-5,5.99,1,3,27,27,4,False
2023-01-28,1,5.99,-6,5.99,1,3,28,28,5,True
2023-01-31,2,5.99,-2,11.98,1,4,31,31,1,False
2023-02-01,1,5.99,-3,5.99,2,0,32,1,2,False
2023-02-02,1,5.99,-4,5.99,2,0,33,2,3,False
2023-02-03,1,5.99,-5,5.99,2,0,34,3,4,False
2023-02-04,1,5.99,-6,5.99,2,0,35,4,5,True
2022-05-09,1,5.49,-1,5.49,5,1,129,9,0,False
2022-05-10,1,5.49,-2,5.49,5,1,130,10,1,False
2022-05-11,2,5.49,-4,10.98,5,1,131,11,2,False
2022-05-12,2,5.49,-6,10.98,5,1,132,12,3,False
2022-05-13,2,5.49,-8,10.98,5,1,133,13,4,False
2022-05-14,2,5.49,-10,10.98,5,1,134,14,5,True
2022-05-16,2,5.49,-12,10.98,5,2,136,16,0,False
2022-05-17,1,5.49,-13,5.49,5,2,137,17,1,False
2022-05-18,2,5.49,-15,10.98,5,2,138,18,2,False
2022-05-19,2,5.49,-17,10.98,5,2,139,19,3,False
2022-05-20,3,5.49,-20,16.47,5,2,140,20,4,False
2022-05-21,3,5.49,-23,16.47,5,2,141,21,5,True
2022-05-23,2,5.49,-25,10.98,5,3,143,23,0,False
2022-05-24,2,5.49,-27,10.98,5,3,144,24,1,False
2022-05-25,3,5.49,-30,16.47,5,3,145,25,2,False
2022-05-27,3,5.49,-33,16.47,5,3,147,27,4,False
2022-05-28,3,5.49,-36,16.47,5,3,148,28,5,True
2022-05-30,2,5.49,-38,10.98,5,4,150,30,0,False
2022-05-31,2,5.49,-40,10.98,5,4,151,31,1,False
2022-06-01,2,5.49,-42,10.98,6,0,152,1,2,False
2022-06-02,1,5.49,-43,5.49,6,0,153,2,3,False
2022-06-03,3,5.49,-46,16.47,6,0,154,3,4,False
2022-06-04,3,5.49,-49,16.47,6,0,155,4,5,True
2022-06-07,1,5.49,-50,5.49,6,0,158,7,1,False
2022-06-08,2,5.49,-52,10.98,6,1,159,8,2,False
2022-06-09,1,5.49,-53,5.49,6,1,160,9,3,False
2022-06-10,2,5.49,-55,10.98,6,1,161,10,4,False
2022-06-11,3,5.49,-58,16.47,6,1,162,11,5,True
2022-06-13,2,5.49,-60,10.98,6,1,164,13,0,False
2022-06-14,2,5.49,-62,10.98,6,1,165,14,1,False
2022-06-15,2,5.49,-64,10.98,6,2,166,15,2,False
2022-06-16,2,5.49,-66,10.98,6,2,167,16,3,False
2022-06-17,2,5.49,-68,10.98,6,2,168,17,4,False
2022-06-18,1,5.49,-69,5.49,6,2,169,18,5,True
2022-06-20,1,5.49,-70,5.49,6,2,171,20,0,False
2022-06-21,2,5.49,-72,10.98,6,2,172,21,1,False
2022-06-22,2,5.49,-74,10.98,6,3,173,22,2,False
2022-06-23,1,5.49,-75,5.49,6,3,174,23,3,False
2022-06-24,2,5.49,-77,10.98,6,3,175,24,4,False
2022-06-25,2,5.49,-79,10.98,6,3,176,25,5,True
2022-06-27,1,5.49,-80,5.49,6,3,178,27,0,False
2022-06-28,2,5.49,-72,10.98,6,3,179,28,1,False
2022-06-29,2,5.49,-74,10.98,6,4,180,29,2,False
2022-06-30,2,5.49,-76,10.98,6,4,181,30,3,False
2022-07-01,3,5.49,-79,16.47,7,0,182,1,4,False
2022-07-02,3,5.49,-82,16.47,7,0,183,2,5,True
2022-07-04,3,5.79,-85,17.37,7,0,185,4,0,False
2022-07-05,2,5.79,-74,11.58,7,0,186,5,1,False
2022-07-06,2,5.79,-76,11.58,7,0,187,6,2,False
2022-07-07,2,5.79,-78,11.58,7,0,188,7,3,False
2022-07-08,2,5.79,-80,11.58,7,1,189,8,4,False
2022-07-09,3,5.79,-83,17.37,7,1,190,9,5,True
2022-07-11,2,5.79,-85,11.58,7,1,192,11,0,False
2022-07-12,2,5.79,-73,11.58,7,1,193,12,1,False
