Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,3.89,-1,3.89,1,0,2,2,0,False
2023-01-03,1,3.89,-2,3.89,1,0,3,3,1,False
2023-01-06,1,3.89,-3,3.89,1,0,6,6,4,False
2023-01-09,1,3.89,-1,3.89,1,1,9,9,0,False
2023-01-11,1,3.89,-2,3.89,1,1,11,11,2,False
2023-01-12,1,3.89,-3,3.89,1,1,12,12,3,False
2023-01-13,1,3.89,-4,3.89,1,1,13,13,4,False
2023-01-14,1,3.89,-5,3.89,1,1,14,14,5,True
2023-01-17,1,3.89,-6,3.89,1,2,17,17,1,False
2023-01-18,2,3.89,-3,7.78,1,2,18,18,2,False
2023-01-19,1,3.89,-4,3.89,1,2,19,19,3,False
2023-01-20,1,3.89,-5,3.89,1,2,20,20,4,False
2023-01-21,1,3.89,-6,3.89,1,2,21,21,5,True
2023-01-23,1,3.89,-1,3.89,1,3,23,23,0,False
2023-01-24,1,3.89,-2,3.89,1,3,24,24,1,False
2023-01-25,1,3.89,-3,3.89,1,3,25,25,2,False
2023-01-26,1,3.89,-4,3.89,1,3,26,26,3,False
2023-01-27,1,3.89,-5,3.89,1,3,27,27,4,False
2023-01-30,1,3.89,-1,3.89,1,4,30,30,0,False
2023-01-31,1,3.89,-2,3.89,1,4,31,31,1,False
2023-02-02,2,3.89,-4,7.78,2,0,33,2,3,False
2023-02-03,1,3.89,-5,3.89,2,0,34,3,4,False
2022-05-09,1,3.29,-1,3.29,5,1,129,9,0,False
2022-05-11,2,3.29,-3,6.58,5,1,131,11,2,False
2022-05-12,1,3.29,-4,3.29,5,1,132,12,3,False
2022-05-13,1,3.29,-5,3.29,5,1,133,13,4,False
2022-05-14,2,3.29,-7,6.58,5,1,134,14,5,True
2022-05-16,2,3.29,-9,6.58,5,2,136,16,0,False
2022-05-18,1,3.29,-10,3.29,5,2,138,18,2,False
2022-05-19,1,3.29,-11,3.29,5,2,139,19,3,False
2022-05-20,1,3.29,-12,3.29,5,2,140,20,4,False
2022-05-21,2,3.29,-14,6.58,5,2,141,21,5,True
2022-05-23,1,3.29,-15,3.29,5,3,143,23,0,False
2022-05-24,1,3.29,-16,3.29,5,3,144,24,1,False
2022-05-25,2,3.29,-18,6.58,5,3,145,25,2,False
2022-05-27,1,3.29,-19,3.29,5,3,147,27,4,False
2022-05-28,2,3.29,-21,6.58,5,3,148,28,5,True
2022-05-30,1,3.29,-22,3.29,5,4,150,30,0,False
2022-05-31,1,3.29,-23,3.29,5,4,151,31,1,False
2022-06-01,1,3.29,-24,3.29,6,0,152,1,2,False
2022-06-02,1,3.29,-25,3.29,6,0,153,2,3,False
2022-06-03,1,3.29,-26,3.29,6,0,154,3,4,False
2022-06-04,2,3.29,-28,6.58,6,0,155,4,5,True
2022-06-07,1,3.29,-29,3.29,6,0,158,7,1,False
2022-06-08,1,3.29,-30,3.29,6,1,159,8,2,False
2022-06-09,1,3.29,-31,3.29,6,1,160,9,3,False
2022-06-10,2,3.29,-33,6.58,6,1,161,10,4,False
2022-06-13,1,3.29,-34,3.29,6,1,164,13,0,False
2022-06-14,1,3.29,-35,3.29,6,1,165,14,1,False
2022-06-15,1,3.29,-36,3.29,6,2,166,15,2,False
2022-06-16,1,3.29,-37,3.29,6,2,167,16,3,False
2022-06-17,2,3.29,-39,6.58,6,2,168,17,4,False
2022-06-20,1,3.29,-40,3.29,6,2,171,20,0,False
2022-06-21,1,3.29,-41,3.29,6,2,172,21,1,False
