Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-09,1,2.99,-1,2.99,1,1,9,9,0,False
2023-01-18,2,2.99,-2,5.98,1,2,18,18,2,False
2023-01-23,1,2.99,-1,2.99,1,3,23,23,0,False
2023-01-26,1,2.99,-2,2.99,1,3,26,26,3,False
2023-01-30,1,2.99,-1,2.99,1,4,30,30,0,False
2023-02-02,1,2.99,-2,2.99,2,0,33,2,3,False
2022-05-11,1,5.19,-1,5.19,5,1,131,11,2,False
2022-05-13,1,5.19,-2,5.19,5,1,133,13,4,False
2022-05-14,1,5.19,-3,5.19,5,1,134,14,5,True
2022-05-16,1,5.19,-4,5.19,5,2,136,16,0,False
2022-05-17,1,5.19,-5,5.19,5,2,137,17,1,False
2022-05-18,1,5.19,-6,5.19,5,2,138,18,2,False
2022-05-19,1,5.19,-7,5.19,5,2,139,19,3,False
2022-05-20,1,5.19,-8,5.19,5,2,140,20,4,False
2022-05-21,1,5.19,-9,5.19,5,2,141,21,5,True
2022-05-24,1,5.19,-10,5.19,5,3,144,24,1,False
2022-05-28,1,5.19,-11,5.19,5,3,148,28,5,True
2022-05-31,1,5.19,-12,5.19,5,4,151,31,1,False
2022-06-01,1,5.19,-13,5.19,6,0,152,1,2,False
2022-06-02,1,5.19,-14,5.19,6,0,153,2,3,False
2022-06-10,1,5.19,-15,5.19,6,1,161,10,4,False
2022-06-11,1,5.19,-16,5.19,6,1,162,11,5,True
2022-06-14,1,5.19,-17,5.19,6,1,165,14,1,False
2022-06-16,1,5.19,-18,5.19,6,2,167,16,3,False
2022-06-17,1,5.19,-19,5.19,6,2,168,17,4,False
2022-06-22,1,5.19,-20,5.19,6,3,173,22,2,False
2022-06-23,1,5.19,-21,5.19,6,3,174,23,3,False
2022-06-24,1,5.19,-22,5.19,6,3,175,24,4,False
2022-06-27,1,5.19,-23,5.19,6,3,178,27,0,False
2022-06-29,1,5.19,-21,5.19,6,4,180,29,2,False
2022-06-30,1,5.19,-22,5.19,6,4,181,30,3,False
2022-07-02,1,5.19,-23,5.19,7,0,183,2,5,True
2022-07-04,2,5.39,-25,10.78,7,0,185,4,0,False
2022-07-05,1,5.39,-22,5.39,7,0,186,5,1,False
2022-07-06,1,5.39,-23,5.39,7,0,187,6,2,False
2022-07-07,1,5.39,-24,5.39,7,0,188,7,3,False
2022-07-08,1,5.39,-25,5.39,7,1,189,8,4,False
2022-07-11,1,5.39,-26,5.39,7,1,192,11,0,False
2022-07-12,1,5.39,-21,5.39,7,1,193,12,1,False
2022-07-14,1,5.39,-22,5.39,7,1,195,14,3,False
2022-07-15,1,5.39,-23,5.39,7,2,196,15,4,False
2022-07-19,1,5.39,-20,5.39,7,2,200,19,1,False
2022-07-22,2,5.39,-22,10.78,7,3,203,22,4,False
2022-08-01,1,5.39,-20,5.39,8,0,213,1,0,False
2022-08-04,1,5.39,-21,5.39,8,0,216,4,3,False
2022-08-08,1,5.39,-22,5.39,8,1,220,8,0,False
2022-08-09,1,5.39,-21,5.39,8,1,221,9,1,False
2022-08-10,1,5.39,-22,5.39,8,1,222,10,2,False
2022-08-13,1,5.39,-23,5.39,8,1,225,13,5,True
2022-08-15,1,5.39,-24,5.39,8,2,227,15,0,False
2022-08-19,1,5.39,-21,5.39,8,2,231,19,4,False
2022-08-22,1,5.39,-22,5.39,8,3,234,22,0,False
2022-08-23,1,5.39,-21,5.39,8,3,235,23,1,False
2022-08-25,1,5.39,-22,5.39,8,3,237,25,3,False
2022-08-26,1,5.39,-23,5.39,8,3,238,26,4,False
2022-08-27,1,5.39,-24,5.39,8,3,239,27,5,True
2022-08-29,1,5.39,-25,5.39,8,4,241,29,0,False
2022-08-30,1,5.39,-21,5.39,8,4,242,30,1,False
2022-08-31,1,5.39,-22,5.39,8,4,243,31,2,False
2022-09-01,1,5.39,-23,5.39,9,0,244,1,3,False
2022-09-16,1,5.39,-20,5.39,9,2,259,16,4,False
2022-09-17,1,5.39,-21,5.39,9,2,260,17,5,True
2022-10-01,1,5.39,-20,5.39,10,0,274,1,5,True
2022-11-04,1,2.99,-1,2.99,11,0,308,4,4,False
2022-11-07,1,2.99,-2,2.99,11,0,311,7,0,False
2022-11-08,1,2.99,-2,2.99,11,1,312,8,1,False
2022-11-09,1,2.99,-3,2.99,11,1,313,9,2,False
2022-11-15,1,2.99,-1,2.99,11,2,319,15,1,False
2022-11-16,1,2.99,-2,2.99,11,2,320,16,2,False
2022-11-22,1,2.99,-1,2.99,11,3,326,22,1,False
2022-11-25,1,2.99,-2,2.99,11,3,329,25,4,False
2022-12-02,1,2.99,-1,2.99,12,0,336,2,4,False
2022-12-07,1,2.99,-1,2.99,12,0,341,7,2,False
2022-12-08,1,2.99,-2,2.99,12,1,342,8,3,False
2022-12-12,1,2.99,-3,2.99,12,1,346,12,0,False
2022-12-20,1,2.99,-1,2.99,12,2,354,20,1,False
