Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,2,15.99,-2,31.98,1,0,2,2,0,False
2023-01-03,1,15.99,-3,15.99,1,0,3,3,1,False
2023-01-04,4,15.99,-7,63.96,1,0,4,4,2,False
2023-01-05,3,15.99,-10,47.97,1,0,5,5,3,False
2023-01-06,5,15.99,-15,79.95,1,0,6,6,4,False
2023-01-07,3,15.99,-18,47.97,1,0,7,7,5,True
2023-01-09,3,15.99,-3,47.97,1,1,9,9,0,False
2023-01-10,1,15.99,-4,15.99,1,1,10,10,1,False
2023-01-11,4,15.99,-8,63.96,1,1,11,11,2,False
2023-01-12,3,15.99,-11,47.97,1,1,12,12,3,False
2023-01-13,4,15.99,-15,63.96,1,1,13,13,4,False
2023-01-14,4,15.99,-19,63.96,1,1,14,14,5,True
2023-01-16,3,15.99,-22,47.97,1,2,16,16,0,False
2023-01-17,2,15.99,-24,31.98,1,2,17,17,1,False
2023-01-18,2,15.99,-7,31.98,1,2,18,18,2,False
2023-01-19,3,15.99,-10,47.97,1,2,19,19,3,False
2023-01-20,4,15.99,-14,63.96,1,2,20,20,4,False
2023-01-21,2,15.99,-16,31.98,1,2,21,21,5,True
2023-01-23,3,15.99,-3,47.97,1,3,23,23,0,False
2023-01-24,1,15.99,-4,15.99,1,3,24,24,1,False
2023-01-25,1,15.99,-5,15.99,1,3,25,25,2,False
2023-01-26,2,15.99,-7,31.98,1,3,26,26,3,False
2023-01-27,4,15.99,-11,63.96,1,3,27,27,4,False
2023-01-28,3,15.99,-14,47.97,1,3,28,28,5,True
2023-01-30,1,15.99,-1,15.99,1,4,30,30,0,False
2023-02-01,2,15.99,-6,31.98,2,0,32,1,2,False
2023-02-02,2,15.99,-8,31.98,2,0,33,2,3,False
2023-02-03,4,15.99,-12,63.96,2,0,34,3,4,False
2023-02-04,4,15.99,-16,63.96,2,0,35,4,5,True
2022-05-09,4,14.99,-4,59.96,5,1,129,9,0,False
2022-05-10,2,14.99,-6,29.98,5,1,130,10,1,False
2022-05-11,4,14.99,-10,59.96,5,1,131,11,2,False
2022-05-12,4,14.99,-14,59.96,5,1,132,12,3,False
2022-05-13,3,14.99,-17,44.97,5,1,133,13,4,False
2022-05-14,6,14.99,-23,89.94,5,1,134,14,5,True
2022-05-16,4,14.99,-27,59.96,5,2,136,16,0,False
2022-05-17,5,14.99,-32,74.95,5,2,137,17,1,False
2022-05-18,5,14.99,-37,74.95,5,2,138,18,2,False
2022-05-19,5,14.99,-42,74.95,5,2,139,19,3,False
2022-05-20,5,14.99,-47,74.95,5,2,140,20,4,False
2022-05-21,3,14.99,-50,44.97,5,2,141,21,5,True
2022-05-23,3,14.99,-53,44.97,5,3,143,23,0,False
2022-05-24,2,14.99,-55,29.98,5,3,144,24,1,False
2022-05-25,4,14.99,-59,59.96,5,3,145,25,2,False
2022-05-27,5,14.99,-64,74.95,5,3,147,27,4,False
2022-05-28,5,14.99,-69,74.95,5,3,148,28,5,True
2022-05-30,3,14.99,-72,44.97,5,4,150,30,0,False
2022-05-31,3,14.99,-75,44.97,5,4,151,31,1,False
2022-06-01,3,14.99,-78,44.97,6,0,152,1,2,False
2022-06-02,5,14.99,-83,74.95,6,0,153,2,3,False
2022-06-03,5,14.99,-88,74.95,6,0,154,3,4,False
2022-06-04,3,14.99,-91,44.97,6,0,155,4,5,True
2022-06-07,5,14.99,-96,74.95,6,0,158,7,1,False
2022-06-08,2,14.99,-98,29.98,6,1,159,8,2,False
2022-06-09,3,14.99,-101,44.97,6,1,160,9,3,False
2022-06-10,6,14.99,-107,89.94,6,1,161,10,4,False
2022-06-11,6,14.99,-113,89.94,6,1,162,11,5,True
2022-06-13,5,14.99,-118,74.95,6,1,164,13,0,False
2022-06-14,3,14.99,-121,44.97,6,1,165,14,1,False
2022-06-15,4,14.99,-125,59.96,6,2,166,15,2,False
2022-06-16,4,14.99,-129,59.96,6,2,167,16,3,False
2022-06-17,2,14.99,-131,29.98,6,2,168,17,4,False
2022-06-18,3,14.99,-134,44.97,6,2,169,18,5,True
2022-06-20,5,14.99,-139,74.95,6,2,171,20,0,False
2022-06-21,2,14.99,-141,29.98,6,2,172,21,1,False
2022-06-22,3,14.99,-144,44.97,6,3,173,22,2,False
2022-06-23,5,14.99,-149,74.95,6,3,174,23,3,False
2022-06-24,3,14.99,-152,44.97,6,3,175,24,4,False
2022-06-25,3,14.99,-155,44.97,6,3,176,25,5,True
2022-06-27,4,14.99,-159,59.96,6,3,178,27,0,False
2022-06-28,3,14.99,-141,44.97,6,3,179,28,1,False
2022-06-29,3,14.99,-144,44.97,6,4,180,29,2,False
2022-06-30,5,14.99,-149,74.95,6,4,181,30,3,False
