Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-10,1,4.99,-1,4.99,1,1,10,10,1,False
2023-01-24,1,4.99,-1,4.99,1,3,24,24,1,False
2023-01-31,1,4.99,-1,4.99,1,4,31,31,1,False
2022-05-09,1,4.99,-1,4.99,5,1,129,9,0,False
2022-05-10,1,4.99,-2,4.99,5,1,130,10,1,False
2022-05-16,1,4.99,-3,4.99,5,2,136,16,0,False
2022-05-20,1,4.99,-4,4.99,5,2,140,20,4,False
2022-06-01,1,4.99,-5,4.99,6,0,152,1,2,False
2022-06-24,1,4.99,-6,4.99,6,3,175,24,4,False
2022-07-01,1,4.99,-6,4.99,7,0,182,1,4,False
2022-08-10,1,4.99,-6,4.99,8,1,222,10,2,False
2022-09-12,1,4.99,-6,4.99,9,1,255,12,0,False
2022-09-23,1,4.99,-6,4.99,9,3,266,23,4,False
2022-09-28,1,4.99,-6,4.99,9,3,271,28,2,False
2022-10-10,1,4.99,-1,4.99,10,1,283,10,0,False
