Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,4.69,-1,4.69,1,0,2,2,0,False
2023-01-03,1,4.69,-2,4.69,1,0,3,3,1,False
2023-01-04,1,4.69,-3,4.69,1,0,4,4,2,False
2023-01-05,1,4.69,-4,4.69,1,0,5,5,3,False
2023-01-06,1,4.69,-5,4.69,1,0,6,6,4,False
2023-01-07,1,4.69,-6,4.69,1,0,7,7,5,True
2023-01-09,1,4.69,-1,4.69,1,1,9,9,0,False
2023-01-10,1,4.69,-2,4.69,1,1,10,10,1,False
2023-01-11,1,4.69,-3,4.69,1,1,11,11,2,False
2023-01-12,1,4.69,-4,4.69,1,1,12,12,3,False
2023-01-13,1,4.69,-5,4.69,1,1,13,13,4,False
2023-01-14,1,4.69,-6,4.69,1,1,14,14,5,True
2023-01-16,1,4.69,-7,4.69,1,2,16,16,0,False
2023-01-17,1,4.69,-8,4.69,1,2,17,17,1,False
2023-01-18,1,4.69,-3,4.69,1,2,18,18,2,False
2023-01-19,1,4.69,-4,4.69,1,2,19,19,3,False
2023-01-20,2,4.69,-6,9.38,1,2,20,20,4,False
2023-01-21,1,4.69,-7,4.69,1,2,21,21,5,True
2023-01-23,1,4.69,-1,4.69,1,3,23,23,0,False
2023-01-24,1,4.69,-2,4.69,1,3,24,24,1,False
2023-01-25,1,4.69,-3,4.69,1,3,25,25,2,False
2023-01-26,1,4.69,-4,4.69,1,3,26,26,3,False
2023-01-27,2,4.69,-6,9.38,1,3,27,27,4,False
2023-01-28,1,4.69,-7,4.69,1,3,28,28,5,True
2023-01-30,1,4.69,-1,4.69,1,4,30,30,0,False
2023-01-31,2,4.69,-3,9.38,1,4,31,31,1,False
2023-02-01,1,4.69,-4,4.69,2,0,32,1,2,False
2023-02-03,2,4.69,-6,9.38,2,0,34,3,4,False
2023-02-04,1,4.69,-7,4.69,2,0,35,4,5,True
2022-05-09,2,3.99,-2,7.98,5,1,129,9,0,False
2022-05-10,2,3.99,-4,7.98,5,1,130,10,1,False
2022-05-11,2,3.99,-6,7.98,5,1,131,11,2,False
2022-05-12,1,3.99,-7,3.99,5,1,132,12,3,False
2022-05-13,2,3.99,-9,7.98,5,1,133,13,4,False
2022-05-14,2,3.99,-11,7.98,5,1,134,14,5,True
2022-05-16,2,3.99,-13,7.98,5,2,136,16,0,False
2022-05-17,1,3.99,-14,3.99,5,2,137,17,1,False
2022-05-18,2,3.99,-16,7.98,5,2,138,18,2,False
2022-05-19,2,3.99,-18,7.98,5,2,139,19,3,False
