Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-18,1,5.69,-1,5.69,1,2,18,18,2,False
2023-02-02,1,5.69,-1,5.69,2,0,33,2,3,False
2022-05-11,1,5.49,-1,5.49,5,1,131,11,2,False
2022-05-12,1,5.49,-2,5.49,5,1,132,12,3,False
2022-05-13,1,5.49,-3,5.49,5,1,133,13,4,False
2022-05-16,1,5.49,-4,5.49,5,2,136,16,0,False
2022-05-17,1,5.49,-5,5.49,5,2,137,17,1,False
2022-05-18,1,5.49,-6,5.49,5,2,138,18,2,False
2022-05-19,1,5.49,-7,5.49,5,2,139,19,3,False
2022-05-20,1,5.49,-8,5.49,5,2,140,20,4,False
2022-05-21,1,5.49,-9,5.49,5,2,141,21,5,True
2022-05-24,1,5.49,-10,5.49,5,3,144,24,1,False
2022-05-25,1,5.49,-11,5.49,5,3,145,25,2,False
2022-05-27,1,5.49,-12,5.49,5,3,147,27,4,False
2022-05-28,1,5.49,-13,5.49,5,3,148,28,5,True
2022-05-30,1,5.49,-14,5.49,5,4,150,30,0,False
2022-06-01,1,5.49,-15,5.49,6,0,152,1,2,False
2022-06-03,1,5.49,-16,5.49,6,0,154,3,4,False
2022-06-04,1,5.49,-17,5.49,6,0,155,4,5,True
2022-06-07,1,5.49,-18,5.49,6,0,158,7,1,False
2022-06-11,1,5.49,-19,5.49,6,1,162,11,5,True
2022-06-13,1,5.49,-20,5.49,6,1,164,13,0,False
2022-06-14,1,5.49,-21,5.49,6,1,165,14,1,False
2022-06-15,1,5.49,-22,5.49,6,2,166,15,2,False
2022-06-16,1,5.49,-23,5.49,6,2,167,16,3,False
2022-06-17,1,5.49,-24,5.49,6,2,168,17,4,False
2022-06-18,1,5.49,-25,5.49,6,2,169,18,5,True
2022-06-20,1,5.49,-26,5.49,6,2,171,20,0,False
2022-06-21,1,5.49,-27,5.49,6,2,172,21,1,False
2022-06-22,1,5.49,-28,5.49,6,3,173,22,2,False
2022-06-23,1,5.49,-29,5.49,6,3,174,23,3,False
2022-06-24,1,5.49,-30,5.49,6,3,175,24,4,False
2022-06-25,1,5.49,-31,5.49,6,3,176,25,5,True
2022-06-27,1,5.49,-32,5.49,6,3,178,27,0,False
2022-06-29,1,5.49,-27,5.49,6,4,180,29,2,False
2022-06-30,1,5.49,-28,5.49,6,4,181,30,3,False
2022-07-01,1,5.49,-29,5.49,7,0,182,1,4,False
2022-07-02,1,5.49,-30,5.49,7,0,183,2,5,True
2022-07-04,1,5.79,-31,5.79,7,0,185,4,0,False
2022-07-05,1,5.79,-27,5.79,7,0,186,5,1,False
2022-07-06,1,5.79,-28,5.79,7,0,187,6,2,False
2022-07-07,1,5.79,-29,5.79,7,0,188,7,3,False
2022-07-08,1,5.79,-30,5.79,7,1,189,8,4,False
2022-07-09,1,5.79,-31,5.79,7,1,190,9,5,True
2022-07-11,1,5.79,-32,5.79,7,1,192,11,0,False
2022-07-12,1,5.79,-27,5.79,7,1,193,12,1,False
2022-07-13,1,5.79,-28,5.79,7,1,194,13,2,False
2022-07-15,1,5.79,-29,5.79,7,2,196,15,4,False
2022-07-16,1,5.79,-30,5.79,7,2,197,16,5,True
2022-08-17,1,5.79,-26,5.79,8,2,229,17,2,False
2022-08-18,1,5.79,-27,5.79,8,2,230,18,3,False
2022-08-20,1,5.79,-28,5.79,8,2,232,20,5,True
2022-08-23,1,5.79,-26,5.79,8,3,235,23,1,False
2022-08-24,1,5.79,-27,5.79,8,3,236,24,2,False
2022-08-25,1,5.79,-28,5.79,8,3,237,25,3,False
2022-08-26,1,5.79,-29,5.79,8,3,238,26,4,False
2022-08-27,1,5.79,-30,5.79,8,3,239,27,5,True
2022-08-29,1,5.79,-31,5.79,8,4,241,29,0,False
2022-08-30,1,5.79,-27,5.79,8,4,242,30,1,False
