Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2022-05-25,2,16.49,-2,32.98,5,3,145,25,2,False
2022-06-01,2,16.49,-4,32.98,6,0,152,1,2,False
2022-06-02,1,16.49,-5,16.49,6,0,153,2,3,False
2022-06-03,1,16.49,-6,16.49,6,0,154,3,4,False
2022-06-04,2,16.49,-8,32.98,6,0,155,4,5,True
2022-06-07,1,16.49,-9,16.49,6,0,158,7,1,False
2022-06-09,1,16.49,-10,16.49,6,1,160,9,3,False
2022-06-10,2,16.49,-12,32.98,6,1,161,10,4,False
2022-06-11,2,16.49,-14,32.98,6,1,162,11,5,True
2022-06-13,1,16.49,-15,16.49,6,1,164,13,0,False
2022-06-14,1,16.49,-16,16.49,6,1,165,14,1,False
2022-06-15,1,16.49,-17,16.49,6,2,166,15,2,False
2022-06-16,1,16.49,-18,16.49,6,2,167,16,3,False
2022-06-17,2,16.49,-20,32.98,6,2,168,17,4,False
2022-06-20,2,16.49,-22,32.98,6,2,171,20,0,False
2022-06-21,1,16.49,-23,16.49,6,2,172,21,1,False
2022-06-22,1,16.49,-24,16.49,6,3,173,22,2,False
2022-06-23,2,16.49,-26,32.98,6,3,174,23,3,False
2022-06-24,2,16.49,-28,32.98,6,3,175,24,4,False
2022-06-25,2,16.49,-30,32.98,6,3,176,25,5,True
2022-06-27,1,16.49,-31,16.49,6,3,178,27,0,False
2022-06-30,1,16.49,-22,16.49,6,4,181,30,3,False
2022-07-01,2,16.49,-24,32.98,7,0,182,1,4,False
2022-07-02,2,16.49,-26,32.98,7,0,183,2,5,True
2022-07-04,2,17.49,-28,34.98,7,0,185,4,0,False
2022-07-06,1,17.49,-23,17.49,7,0,187,6,2,False
2022-07-07,1,17.49,-24,17.49,7,0,188,7,3,False
2022-07-09,1,17.49,-25,17.49,7,1,190,9,5,True
2022-07-11,1,17.49,-26,17.49,7,1,192,11,0,False
2022-07-12,1,17.49,-22,17.49,7,1,193,12,1,False
2022-07-13,2,17.49,-24,34.98,7,1,194,13,2,False
2022-07-14,1,17.49,-25,17.49,7,1,195,14,3,False
2022-07-15,1,17.49,-26,17.49,7,2,196,15,4,False
2022-07-27,1,17.49,-21,17.49,7,3,208,27,2,False
2022-08-17,2,17.49,-22,34.98,8,2,229,17,2,False
2022-08-24,1,17.49,-21,17.49,8,3,236,24,2,False
2022-08-26,2,17.49,-23,34.98,8,3,238,26,4,False
2022-08-27,2,17.49,-25,34.98,8,3,239,27,5,True
2022-08-31,2,17.49,-22,34.98,8,4,243,31,2,False
2022-09-02,1,17.49,-23,17.49,9,0,245,2,4,False
2022-09-03,2,17.49,-25,34.98,9,0,246,3,5,True
2022-09-06,1,17.49,-21,17.49,9,0,249,6,1,False
2022-09-07,1,17.49,-22,17.49,9,0,250,7,2,False
2022-09-08,2,17.49,-24,34.98,9,1,251,8,3,False
2022-09-09,1,17.49,-25,17.49,9,1,252,9,4,False
2022-09-10,1,17.49,-26,17.49,9,1,253,10,5,True
2022-09-14,1,17.49,-21,17.49,9,1,257,14,2,False
2022-09-15,1,17.49,-22,17.49,9,2,258,15,3,False
2022-09-16,2,17.49,-24,34.98,9,2,259,16,4,False
2022-09-19,1,17.49,-25,17.49,9,2,262,19,0,False
2022-09-20,1,17.49,-22,17.49,9,2,263,20,1,False
2022-09-22,1,17.49,-23,17.49,9,3,265,22,3,False
2022-09-27,1,17.49,-21,17.49,9,3,270,27,1,False
2022-09-30,1,17.49,-21,17.49,9,4,273,30,4,False
2022-10-05,1,17.49,-1,17.49,10,0,278,5,2,False
2022-10-06,1,17.49,-2,17.49,10,0,279,6,3,False
2022-10-07,1,17.49,-3,17.49,10,0,280,7,4,False
2022-10-11,1,17.49,-1,17.49,10,1,284,11,1,False
2022-10-14,1,17.49,-2,17.49,10,1,287,14,4,False
2022-10-15,1,17.49,-3,17.49,10,2,288,15,5,True
2022-10-18,1,17.49,-1,17.49,10,2,291,18,1,False
2022-10-19,1,17.49,-2,17.49,10,2,292,19,2,False
2022-10-20,1,17.49,-3,17.49,10,2,293,20,3,False
2022-10-21,1,17.49,-4,17.49,10,2,294,21,4,False
2022-10-26,1,17.49,-1,17.49,10,3,299,26,2,False
2022-10-29,1,17.49,-2,17.49,10,4,302,29,5,True
