Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,5.59,-1,5.59,1,0,2,2,0,False
2023-01-04,1,5.59,-2,5.59,1,0,4,4,2,False
2023-01-06,1,5.59,-3,5.59,1,0,6,6,4,False
2023-01-07,1,5.59,-4,5.59,1,0,7,7,5,True
2023-01-09,1,5.59,-1,5.59,1,1,9,9,0,False
2023-01-10,1,5.59,-2,5.59,1,1,10,10,1,False
2023-01-11,1,5.59,-3,5.59,1,1,11,11,2,False
2023-01-12,1,5.59,-4,5.59,1,1,12,12,3,False
2023-01-13,1,5.59,-5,5.59,1,1,13,13,4,False
2023-01-14,1,5.59,-6,5.59,1,1,14,14,5,True
2023-01-16,1,5.59,-7,5.59,1,2,16,16,0,False
2023-01-17,1,5.59,-8,5.59,1,2,17,17,1,False
2023-01-18,1,5.59,-3,5.59,1,2,18,18,2,False
2023-01-19,1,5.59,-4,5.59,1,2,19,19,3,False
2023-01-21,1,5.59,-5,5.59,1,2,21,21,5,True
2023-01-24,1,5.59,-1,5.59,1,3,24,24,1,False
2023-01-25,1,5.59,-2,5.59,1,3,25,25,2,False
2023-01-27,1,5.59,-3,5.59,1,3,27,27,4,False
2023-01-28,1,5.59,-4,5.59,1,3,28,28,5,True
2023-01-31,1,5.59,-1,5.59,1,4,31,31,1,False
2023-02-01,1,5.59,-2,5.59,2,0,32,1,2,False
2023-02-02,1,5.59,-3,5.59,2,0,33,2,3,False
2023-02-04,1,5.59,-4,5.59,2,0,35,4,5,True
2022-05-09,1,5.49,-1,5.49,5,1,129,9,0,False
2022-05-10,1,5.49,-2,5.49,5,1,130,10,1,False
2022-05-11,1,5.49,-3,5.49,5,1,131,11,2,False
2022-05-12,2,5.49,-5,10.98,5,1,132,12,3,False
2022-05-13,1,5.49,-6,5.49,5,1,133,13,4,False
2022-05-14,2,5.49,-8,10.98,5,1,134,14,5,True
2022-05-16,1,5.49,-9,5.49,5,2,136,16,0,False
2022-05-18,1,5.49,-10,5.49,5,2,138,18,2,False
2022-05-19,1,5.49,-11,5.49,5,2,139,19,3,False
2022-05-20,2,5.49,-13,10.98,5,2,140,20,4,False
2022-05-21,2,5.49,-15,10.98,5,2,141,21,5,True
2022-05-23,1,5.49,-16,5.49,5,3,143,23,0,False
2022-05-24,1,5.49,-17,5.49,5,3,144,24,1,False
2022-05-25,2,5.49,-19,10.98,5,3,145,25,2,False
2022-05-27,2,5.49,-21,10.98,5,3,147,27,4,False
2022-05-28,2,5.49,-23,10.98,5,3,148,28,5,True
2022-05-31,1,5.49,-24,5.49,5,4,151,31,1,False
2022-06-01,1,5.49,-25,5.49,6,0,152,1,2,False
2022-06-02,1,5.49,-26,5.49,6,0,153,2,3,False
2022-06-03,1,5.49,-27,5.49,6,0,154,3,4,False
2022-06-04,2,5.49,-29,10.98,6,0,155,4,5,True
2022-06-09,1,5.49,-30,5.49,6,1,160,9,3,False
2022-06-10,1,5.49,-31,5.49,6,1,161,10,4,False
2022-06-13,1,5.49,-32,5.49,6,1,164,13,0,False
2022-06-14,1,5.49,-33,5.49,6,1,165,14,1,False
2022-06-15,1,5.49,-34,5.49,6,2,166,15,2,False
2022-06-16,1,5.49,-35,5.49,6,2,167,16,3,False
2022-06-17,1,5.49,-36,5.49,6,2,168,17,4,False
2022-06-18,1,5.49,-37,5.49,6,2,169,18,5,True
2022-06-20,1,5.49,-38,5.49,6,2,171,20,0,False
2022-06-21,1,5.49,-39,5.49,6,2,172,21,1,False
2022-06-22,1,5.49,-40,5.49,6,3,173,22,2,False
2022-06-23,1,5.49,-41,5.49,6,3,174,23,3,False
2022-06-24,1,5.49,-42,5.49,6,3,175,24,4,False
2022-06-25,1,5.49,-43,5.49,6,3,176,25,5,True
2022-06-27,1,5.49,-44,5.49,6,3,178,27,0,False
2022-06-28,1,5.49,-39,5.49,6,3,179,28,1,False
2022-06-29,1,5.49,-40,5.49,6,4,180,29,2,False
2022-06-30,1,5.49,-41,5.49,6,4,181,30,3,False
2022-07-01,1,5.49,-42,5.49,7,0,182,1,4,False
2022-07-02,3,5.49,-45,16.47,7,0,183,2,5,True
2022-07-04,1,5.59,-46,5.59,7,0,185,4,0,False
2022-07-05,1,5.59,-39,5.59,7,0,186,5,1,False
2022-07-06,1,5.59,-40,5.59,7,0,187,6,2,False
2022-07-07,1,5.59,-41,5.59,7,0,188,7,3,False
2022-07-09,2,5.59,-43,11.18,7,1,190,9,5,True
2022-07-12,1,5.59,-38,5.59,7,1,193,12,1,False
2022-07-13,1,5.59,-39,5.59,7,1,194,13,2,False
2022-07-14,1,5.59,-40,5.59,7,1,195,14,3,False
2022-07-15,1,5.59,-41,5.59,7,2,196,15,4,False
2022-07-16,1,5.59,-42,5.59,7,2,197,16,5,True
2022-07-18,2,5.59,-44,11.18,7,2,199,18,0,False
2022-07-19,2,5.59,-41,11.18,7,2,200,19,1,False
2022-07-20,2,5.59,-43,11.18,7,2,201,20,2,False
2022-07-22,2,5.59,-45,11.18,7,3,203,22,4,False
2022-07-23,2,5.59,-47,11.18,7,3,204,23,5,True
2022-07-26,2,5.59,-39,11.18,7,3,207,26,1,False
2022-07-27,2,5.59,-41,11.18,7,3,208,27,2,False
2022-07-29,1,5.59,-42,5.59,7,4,210,29,4,False
2022-08-01,2,5.59,-44,11.18,8,0,213,1,0,False
2022-08-02,1,5.59,-40,5.59,8,0,214,2,1,False
2022-08-03,2,5.59,-42,11.18,8,0,215,3,2,False
2022-08-04,2,5.59,-44,11.18,8,0,216,4,3,False
2022-08-05,2,5.59,-46,11.18,8,0,217,5,4,False
2022-08-06,1,5.59,-47,5.59,8,0,218,6,5,True
2022-08-08,2,5.59,-49,11.18,8,1,220,8,0,False
2022-08-09,2,5.59,-41,11.18,8,1,221,9,1,False
2022-08-10,1,5.59,-42,5.59,8,1,222,10,2,False
2022-08-11,2,5.59,-44,11.18,8,1,223,11,3,False
2022-08-12,2,5.59,-46,11.18,8,1,224,12,4,False
2022-08-13,1,5.59,-47,5.59,8,1,225,13,5,True
2022-08-15,1,5.59,-48,5.59,8,2,227,15,0,False
2022-08-16,2,5.59,-40,11.18,8,2,228,16,1,False
2022-08-18,1,5.59,-41,5.59,8,2,230,18,3,False
2022-08-19,1,5.59,-42,5.59,8,2,231,19,4,False
