Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,4.99,-1,4.99,1,0,2,2,0,False
2023-01-03,1,4.99,-2,4.99,1,0,3,3,1,False
2023-01-04,1,4.99,-3,4.99,1,0,4,4,2,False
2023-01-05,1,4.99,-4,4.99,1,0,5,5,3,False
2023-01-06,1,4.99,-5,4.99,1,0,6,6,4,False
2023-01-07,1,4.99,-6,4.99,1,0,7,7,5,True
2023-01-09,1,4.99,-1,4.99,1,1,9,9,0,False
2023-01-10,1,4.99,-2,4.99,1,1,10,10,1,False
2023-01-12,1,4.99,-3,4.99,1,1,12,12,3,False
2023-01-13,1,4.99,-4,4.99,1,1,13,13,4,False
2023-01-14,1,4.99,-5,4.99,1,1,14,14,5,True
2023-01-16,1,4.99,-6,4.99,1,2,16,16,0,False
2023-01-17,1,4.99,-7,4.99,1,2,17,17,1,False
2023-01-18,1,4.99,-3,4.99,1,2,18,18,2,False
2023-01-19,1,4.99,-4,4.99,1,2,19,19,3,False
2023-01-20,1,4.99,-5,4.99,1,2,20,20,4,False
2023-01-24,1,4.99,-1,4.99,1,3,24,24,1,False
2023-01-26,1,4.99,-2,4.99,1,3,26,26,3,False
2023-01-28,1,4.99,-3,4.99,1,3,28,28,5,True
2023-01-31,2,4.99,-2,9.98,1,4,31,31,1,False
2023-02-01,1,4.99,-3,4.99,2,0,32,1,2,False
2023-02-02,1,4.99,-4,4.99,2,0,33,2,3,False
2023-02-04,1,4.99,-5,4.99,2,0,35,4,5,True
2022-05-09,1,4.99,-1,4.99,5,1,129,9,0,False
2022-05-13,1,4.99,-2,4.99,5,1,133,13,4,False
2022-05-16,1,4.99,-3,4.99,5,2,136,16,0,False
2022-05-17,2,4.99,-5,9.98,5,2,137,17,1,False
2022-05-18,1,4.99,-6,4.99,5,2,138,18,2,False
2022-05-20,1,4.99,-7,4.99,5,2,140,20,4,False
2022-05-21,2,4.99,-9,9.98,5,2,141,21,5,True
2022-05-23,2,4.99,-11,9.98,5,3,143,23,0,False
2022-05-24,2,4.99,-13,9.98,5,3,144,24,1,False
2022-05-25,2,4.99,-15,9.98,5,3,145,25,2,False
2022-05-27,1,4.99,-16,4.99,5,3,147,27,4,False
2022-05-28,2,4.99,-18,9.98,5,3,148,28,5,True
2022-05-30,2,4.99,-20,9.98,5,4,150,30,0,False
2022-05-31,2,4.99,-22,9.98,5,4,151,31,1,False
2022-06-01,2,4.99,-24,9.98,6,0,152,1,2,False
2022-06-13,2,4.99,-26,9.98,6,1,164,13,0,False
2022-06-14,2,4.99,-28,9.98,6,1,165,14,1,False
2022-06-15,2,4.99,-30,9.98,6,2,166,15,2,False
2022-06-16,1,4.99,-31,4.99,6,2,167,16,3,False
2022-06-17,2,4.99,-33,9.98,6,2,168,17,4,False
2022-06-20,2,4.99,-35,9.98,6,2,171,20,0,False
2022-06-22,2,4.99,-37,9.98,6,3,173,22,2,False
2022-06-23,2,4.99,-39,9.98,6,3,174,23,3,False
2022-06-24,1,4.99,-40,4.99,6,3,175,24,4,False
2022-06-28,1,4.99,-34,4.99,6,3,179,28,1,False
2022-06-29,2,4.99,-36,9.98,6,4,180,29,2,False
2022-06-30,2,4.99,-38,9.98,6,4,181,30,3,False
2022-07-01,1,4.99,-39,4.99,7,0,182,1,4,False
2022-07-04,1,4.99,-40,4.99,7,0,185,4,0,False
2022-07-07,2,4.99,-36,9.98,7,0,188,7,3,False
2022-07-08,1,4.99,-37,4.99,7,1,189,8,4,False
2022-07-09,2,4.99,-39,9.98,7,1,190,9,5,True
2022-07-11,2,4.99,-41,9.98,7,1,192,11,0,False
2022-07-12,2,4.99,-37,9.98,7,1,193,12,1,False
2022-07-13,1,4.99,-38,4.99,7,1,194,13,2,False
2022-07-14,1,4.99,-39,4.99,7,1,195,14,3,False
2022-07-15,1,4.99,-40,4.99,7,2,196,15,4,False
2022-07-16,1,4.99,-41,4.99,7,2,197,16,5,True
2022-07-19,2,4.99,-35,9.98,7,2,200,19,1,False
2022-07-20,2,4.99,-37,9.98,7,2,201,20,2,False
2022-07-21,1,4.99,-38,4.99,7,2,202,21,3,False
2022-07-22,2,4.99,-40,9.98,7,3,203,22,4,False
2022-07-23,1,4.99,-41,4.99,7,3,204,23,5,True
2022-07-26,3,4.99,-36,14.97,7,3,207,26,1,False
2022-07-27,1,4.99,-37,4.99,7,3,208,27,2,False
2022-07-28,1,4.99,-38,4.99,7,3,209,28,3,False
2022-07-29,1,4.99,-39,4.99,7,4,210,29,4,False
2022-08-01,2,4.99,-41,9.98,8,0,213,1,0,False
2022-08-02,2,4.99,-37,9.98,8,0,214,2,1,False
2022-08-03,2,4.99,-39,9.98,8,0,215,3,2,False
2022-08-04,2,4.99,-41,9.98,8,0,216,4,3,False
2022-08-06,2,4.99,-43,9.98,8,0,218,6,5,True
2022-08-09,2,4.99,-35,9.98,8,1,221,9,1,False
2022-08-10,1,4.99,-36,4.99,8,1,222,10,2,False
2022-08-11,1,4.99,-37,4.99,8,1,223,11,3,False
2022-08-13,1,4.99,-38,4.99,8,1,225,13,5,True
2022-08-15,2,4.99,-40,9.98,8,2,227,15,0,False
2022-08-16,1,4.99,-36,4.99,8,2,228,16,1,False
2022-08-19,2,4.99,-38,9.98,8,2,231,19,4,False
2022-08-20,1,4.99,-39,4.99,8,2,232,20,5,True
2022-08-23,2,4.99,-35,9.98,8,3,235,23,1,False
2022-08-24,2,4.99,-37,9.98,8,3,236,24,2,False
2022-08-26,2,4.99,-39,9.98,8,3,238,26,4,False
2022-08-27,2,4.99,-41,9.98,8,3,239,27,5,True
2022-08-29,2,4.99,-43,9.98,8,4,241,29,0,False
2022-08-30,2,4.99,-37,9.98,8,4,242,30,1,False
2022-08-31,1,4.99,-38,4.99,8,4,243,31,2,False
2022-09-01,2,4.99,-40,9.98,9,0,244,1,3,False
2022-09-05,1,4.99,-41,4.99,9,0,248,5,0,False
2022-09-06,1,4.99,-35,4.99,9,0,249,6,1,False
2022-09-07,2,4.99,-37,9.98,9,0,250,7,2,False
2022-09-09,1,4.99,-38,4.99,9,1,252,9,4,False
2022-09-10,2,4.99,-40,9.98,9,1,253,10,5,True
2022-09-12,1,4.99,-41,4.99,9,1,255,12,0,False
2022-09-13,1,4.99,-35,4.99,9,1,256,13,1,False
2022-09-14,2,4.99,-37,9.98,9,1,257,14,2,False
