Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,7.49,-1,7.49,1,0,2,2,0,False
2023-01-03,1,7.49,-2,7.49,1,0,3,3,1,False
2023-01-04,1,7.49,-3,7.49,1,0,4,4,2,False
2023-01-06,1,7.49,-4,7.49,1,0,6,6,4,False
2023-01-07,1,7.49,-5,7.49,1,0,7,7,5,True
2023-01-09,1,7.49,-1,7.49,1,1,9,9,0,False
2023-01-11,1,7.49,-2,7.49,1,1,11,11,2,False
2023-01-12,1,7.49,-3,7.49,1,1,12,12,3,False
2023-01-13,1,7.49,-4,7.49,1,1,13,13,4,False
2023-01-14,2,7.49,-6,14.98,1,1,14,14,5,True
2023-01-16,1,7.49,-7,7.49,1,2,16,16,0,False
2023-01-17,1,7.49,-8,7.49,1,2,17,17,1,False
2023-01-18,1,7.49,-3,7.49,1,2,18,18,2,False
2023-01-19,2,7.49,-5,14.98,1,2,19,19,3,False
2023-01-20,1,7.49,-6,7.49,1,2,20,20,4,False
2023-01-25,1,7.49,-1,7.49,1,3,25,25,2,False
2023-01-26,1,7.49,-2,7.49,1,3,26,26,3,False
2023-01-27,1,7.49,-3,7.49,1,3,27,27,4,False
2023-01-28,1,7.49,-4,7.49,1,3,28,28,5,True
2023-01-31,1,7.49,-1,7.49,1,4,31,31,1,False
2023-02-01,1,7.49,-2,7.49,2,0,32,1,2,False
2023-02-02,1,7.49,-3,7.49,2,0,33,2,3,False
2023-02-03,1,7.49,-4,7.49,2,0,34,3,4,False
2023-02-04,2,7.49,-6,14.98,2,0,35,4,5,True
2022-05-09,1,7.39,-1,7.39,5,1,129,9,0,False
2022-05-10,1,7.39,-2,7.39,5,1,130,10,1,False
2022-05-11,3,7.39,-5,22.17,5,1,131,11,2,False
2022-05-13,2,7.39,-7,14.78,5,1,133,13,4,False
2022-05-14,2,7.39,-9,14.78,5,1,134,14,5,True
2022-05-16,2,7.39,-11,14.78,5,2,136,16,0,False
2022-05-17,1,7.39,-12,7.39,5,2,137,17,1,False
2022-05-18,2,7.39,-14,14.78,5,2,138,18,2,False
2022-05-19,2,7.39,-16,14.78,5,2,139,19,3,False
2022-05-20,2,7.39,-18,14.78,5,2,140,20,4,False
2022-05-21,1,7.39,-19,7.39,5,2,141,21,5,True
2022-05-23,2,7.39,-21,14.78,5,3,143,23,0,False
2022-05-24,2,7.39,-23,14.78,5,3,144,24,1,False
2022-05-25,3,7.39,-26,22.17,5,3,145,25,2,False
2022-05-27,2,7.39,-28,14.78,5,3,147,27,4,False
2022-05-28,2,7.39,-30,14.78,5,3,148,28,5,True
2022-05-30,2,7.39,-32,14.78,5,4,150,30,0,False
2022-05-31,2,7.39,-34,14.78,5,4,151,31,1,False
2022-06-01,2,7.39,-36,14.78,6,0,152,1,2,False
2022-06-03,2,7.39,-38,14.78,6,0,154,3,4,False
2022-06-07,1,7.39,-39,7.39,6,0,158,7,1,False
2022-06-08,1,7.39,-40,7.39,6,1,159,8,2,False
2022-06-09,2,7.39,-42,14.78,6,1,160,9,3,False
2022-06-10,3,7.39,-45,22.17,6,1,161,10,4,False
2022-06-11,1,7.39,-46,7.39,6,1,162,11,5,True
2022-06-13,1,7.39,-47,7.39,6,1,164,13,0,False
2022-06-14,2,7.39,-49,14.78,6,1,165,14,1,False
2022-06-15,1,7.39,-50,7.39,6,2,166,15,2,False
2022-06-16,2,7.39,-52,14.78,6,2,167,16,3,False
2022-06-17,2,7.39,-54,14.78,6,2,168,17,4,False
2022-06-18,1,7.39,-55,7.39,6,2,169,18,5,True
2022-06-20,1,7.39,-56,7.39,6,2,171,20,0,False
2022-06-21,1,7.39,-57,7.39,6,2,172,21,1,False
2022-06-22,2,7.39,-59,14.78,6,3,173,22,2,False
2022-06-23,2,7.39,-61,14.78,6,3,174,23,3,False
2022-06-24,2,7.39,-63,14.78,6,3,175,24,4,False
2022-06-25,2,7.39,-65,14.78,6,3,176,25,5,True
2022-06-27,1,7.39,-66,7.39,6,3,178,27,0,False
2022-06-28,2,7.39,-58,14.78,6,3,179,28,1,False
2022-06-29,2,7.39,-60,14.78,6,4,180,29,2,False
2022-06-30,2,7.39,-62,14.78,6,4,181,30,3,False
2022-07-01,2,7.39,-64,14.78,7,0,182,1,4,False
2022-07-02,3,7.39,-67,22.17,7,0,183,2,5,True
2022-07-04,2,7.49,-69,14.98,7,0,185,4,0,False
2022-07-05,1,7.49,-58,7.49,7,0,186,5,1,False
2022-07-07,1,7.49,-59,7.49,7,0,188,7,3,False
2022-07-08,4,7.49,-63,29.96,7,1,189,8,4,False
2022-07-09,3,7.49,-66,22.47,7,1,190,9,5,True
2022-07-12,1,7.49,-56,7.49,7,1,193,12,1,False
2022-07-13,2,7.49,-58,14.98,7,1,194,13,2,False
2022-07-14,2,7.49,-60,14.98,7,1,195,14,3,False
2022-07-15,2,7.49,-62,14.98,7,2,196,15,4,False
2022-07-16,1,7.49,-63,7.49,7,2,197,16,5,True
2022-07-18,2,7.49,-65,14.98,7,2,199,18,0,False
2022-07-19,2,7.49,-59,14.98,7,2,200,19,1,False
2022-07-20,2,7.49,-61,14.98,7,2,201,20,2,False
2022-07-21,1,7.49,-62,7.49,7,2,202,21,3,False
2022-07-22,1,7.49,-63,7.49,7,3,203,22,4,False
2022-07-23,2,7.49,-65,14.98,7,3,204,23,5,True
2022-07-26,1,7.49,-56,7.49,7,3,207,26,1,False
2022-07-27,2,7.49,-58,14.98,7,3,208,27,2,False
2022-07-28,1,7.49,-59,7.49,7,3,209,28,3,False
2022-07-29,1,7.49,-60,7.49,7,4,210,29,4,False
2022-08-01,2,7.49,-62,14.98,8,0,213,1,0,False
2022-08-02,2,7.49,-59,14.98,8,0,214,2,1,False
2022-08-03,1,7.49,-60,7.49,8,0,215,3,2,False
2022-08-04,1,7.49,-61,7.49,8,0,216,4,3,False
2022-08-06,2,7.49,-63,14.98,8,0,218,6,5,True
2022-08-09,2,7.49,-57,14.98,8,1,221,9,1,False
2022-08-11,1,7.49,-58,7.49,8,1,223,11,3,False
2022-08-12,2,7.49,-60,14.98,8,1,224,12,4,False
