Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2022-05-27,1,2.99,-1,2.99,5,3,147,27,4,False
2022-05-28,2,2.99,-3,5.98,5,3,148,28,5,True
2022-06-01,1,2.99,-4,2.99,6,0,152,1,2,False
2022-06-07,3,2.99,-7,8.97,6,0,158,7,1,False
2022-06-09,1,2.99,-8,2.99,6,1,160,9,3,False
2022-06-11,1,2.99,-9,2.99,6,1,162,11,5,True
2022-06-20,1,2.99,-10,2.99,6,2,171,20,0,False
2022-06-21,1,2.99,-11,2.99,6,2,172,21,1,False
2022-07-07,2,2.99,-12,5.98,7,0,188,7,3,False
2022-07-27,1,2.99,-11,2.99,7,3,208,27,2,False
2022-08-05,1,2.99,-11,2.99,8,0,217,5,4,False
2022-08-08,2,2.99,-13,5.98,8,1,220,8,0,False
2022-08-13,1,2.99,-13,2.99,8,1,225,13,5,True
2022-08-18,2,2.99,-12,5.98,8,2,230,18,3,False
2022-09-01,1,2.99,-10,2.99,9,0,244,1,3,False
2022-09-16,1,2.99,-10,2.99,9,2,259,16,4,False
2022-10-18,1,2.99,-1,2.99,10,2,291,18,1,False
2022-12-13,1,2.99,-1,2.99,12,1,347,13,1,False
2022-12-20,1,2.99,-1,2.99,12,2,354,20,1,False
