Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,2,10.99,-2,21.98,1,0,2,2,0,False
2023-01-03,2,10.99,-4,21.98,1,0,3,3,1,False
2023-01-04,2,10.99,-6,21.98,1,0,4,4,2,False
2023-01-05,1,10.99,-7,10.99,1,0,5,5,3,False
2023-01-06,2,10.99,-9,21.98,1,0,6,6,4,False
2023-01-07,2,10.99,-11,21.98,1,0,7,7,5,True
2023-01-09,2,10.99,-2,21.98,1,1,9,9,0,False
2023-01-10,1,10.99,-3,10.99,1,1,10,10,1,False
2023-01-11,1,10.99,-4,10.99,1,1,11,11,2,False
2023-01-12,2,10.99,-6,21.98,1,1,12,12,3,False
2023-01-13,2,10.99,-8,21.98,1,1,13,13,4,False
2023-01-14,2,10.99,-10,21.98,1,1,14,14,5,True
2023-01-16,1,10.99,-11,10.99,1,2,16,16,0,False
2023-01-17,2,10.99,-13,21.98,1,2,17,17,1,False
2023-01-18,1,10.99,-4,10.99,1,2,18,18,2,False
2023-01-19,2,10.99,-6,21.98,1,2,19,19,3,False
2023-01-20,2,10.99,-8,21.98,1,2,20,20,4,False
2023-01-21,2,10.99,-10,21.98,1,2,21,21,5,True
2023-01-23,2,10.99,-2,21.98,1,3,23,23,0,False
2023-01-24,1,10.99,-3,10.99,1,3,24,24,1,False
2023-01-25,1,10.99,-4,10.99,1,3,25,25,2,False
2023-01-26,2,10.99,-6,21.98,1,3,26,26,3,False
2023-01-27,2,10.99,-8,21.98,1,3,27,27,4,False
2023-01-28,2,10.99,-10,21.98,1,3,28,28,5,True
2023-01-30,1,10.99,-1,10.99,1,4,30,30,0,False
2023-01-31,2,10.99,-3,21.98,1,4,31,31,1,False
2023-02-02,2,10.99,-5,21.98,2,0,33,2,3,False
2023-02-03,2,10.99,-7,21.98,2,0,34,3,4,False
2023-02-04,2,10.99,-9,21.98,2,0,35,4,5,True
2022-05-09,2,9.99,-2,19.98,5,1,129,9,0,False
2022-05-10,2,9.99,-4,19.98,5,1,130,10,1,False
2022-05-11,2,9.99,-6,19.98,5,1,131,11,2,False
2022-05-12,2,9.99,-8,19.98,5,1,132,12,3,False
2022-05-13,2,9.99,-10,19.98,5,1,133,13,4,False
2022-05-14,2,9.99,-12,19.98,5,1,134,14,5,True
2022-05-16,2,9.99,-14,19.98,5,2,136,16,0,False
2022-05-17,3,9.99,-17,29.97,5,2,137,17,1,False
2022-05-18,3,9.99,-20,29.97,5,2,138,18,2,False
2022-05-19,2,9.99,-22,19.98,5,2,139,19,3,False
2022-05-20,4,9.99,-26,39.96,5,2,140,20,4,False
2022-05-21,2,9.99,-28,19.98,5,2,141,21,5,True
2022-05-23,2,9.99,-30,19.98,5,3,143,23,0,False
2022-05-24,1,9.99,-31,9.99,5,3,144,24,1,False
2022-05-25,3,9.99,-34,29.97,5,3,145,25,2,False
2022-05-27,3,9.99,-37,29.97,5,3,147,27,4,False
2022-05-28,5,9.99,-42,49.95,5,3,148,28,5,True
2022-05-30,2,9.99,-44,19.98,5,4,150,30,0,False
2022-05-31,3,9.99,-47,29.97,5,4,151,31,1,False
2022-06-01,2,9.99,-49,19.98,6,0,152,1,2,False
2022-06-02,1,9.99,-50,9.99,6,0,153,2,3,False
2022-06-03,3,9.99,-53,29.97,6,0,154,3,4,False
2022-06-04,3,9.99,-56,29.97,6,0,155,4,5,True
2022-06-07,3,9.99,-59,29.97,6,0,158,7,1,False
2022-06-08,3,9.99,-62,29.97,6,1,159,8,2,False
2022-06-09,2,9.99,-64,19.98,6,1,160,9,3,False
2022-06-10,3,9.99,-67,29.97,6,1,161,10,4,False
2022-06-11,5,9.99,-72,49.95,6,1,162,11,5,True
2022-06-13,1,9.99,-73,9.99,6,1,164,13,0,False
2022-06-14,1,9.99,-74,9.99,6,1,165,14,1,False
2022-06-15,3,9.99,-77,29.97,6,2,166,15,2,False
2022-06-16,2,9.99,-79,19.98,6,2,167,16,3,False
2022-06-17,3,9.99,-82,29.97,6,2,168,17,4,False
2022-06-18,2,9.99,-84,19.98,6,2,169,18,5,True
2022-06-20,3,9.99,-87,29.97,6,2,171,20,0,False
2022-06-21,2,9.99,-89,19.98,6,2,172,21,1,False
2022-06-22,3,9.99,-92,29.97,6,3,173,22,2,False
2022-06-23,3,9.99,-95,29.97,6,3,174,23,3,False
2022-06-24,2,9.99,-97,19.98,6,3,175,24,4,False
2022-06-25,4,9.99,-101,39.96,6,3,176,25,5,True
2022-06-27,2,9.99,-103,19.98,6,3,178,27,0,False
2022-06-28,3,9.99,-89,29.97,6,3,179,28,1,False
2022-06-29,2,9.99,-91,19.98,6,4,180,29,2,False
2022-06-30,3,9.99,-94,29.97,6,4,181,30,3,False
2022-07-01,3,9.99,-97,29.97,7,0,182,1,4,False
2022-07-02,4,9.99,-101,39.96,7,0,183,2,5,True
2022-07-04,2,10.99,-103,21.98,7,0,185,4,0,False
2022-07-05,3,10.99,-89,32.97,7,0,186,5,1,False
2022-07-06,3,10.99,-92,32.97,7,0,187,6,2,False
2022-07-07,3,10.99,-95,32.97,7,0,188,7,3,False
2022-07-09,5,10.99,-100,54.95,7,1,190,9,5,True
2022-07-11,3,10.99,-103,32.97,7,1,192,11,0,False
2022-07-12,3,10.99,-90,32.97,7,1,193,12,1,False
2022-07-13,3,10.99,-93,32.97,7,1,194,13,2,False
2022-07-14,2,10.99,-95,21.98,7,1,195,14,3,False
2022-07-15,2,10.99,-97,21.98,7,2,196,15,4,False
2022-07-16,3,10.99,-100,32.97,7,2,197,16,5,True
2022-07-18,1,10.99,-101,10.99,7,2,199,18,0,False
2022-07-19,3,10.99,-88,32.97,7,2,200,19,1,False
2022-07-20,2,10.99,-90,21.98,7,2,201,20,2,False
2022-07-21,1,10.99,-91,10.99,7,2,202,21,3,False
2022-07-22,2,10.99,-93,21.98,7,3,203,22,4,False
2022-07-23,3,10.99,-96,32.97,7,3,204,23,5,True
2022-07-25,1,10.99,-97,10.99,7,3,206,25,0,False
2022-07-26,2,10.99,-87,21.98,7,3,207,26,1,False
2022-07-27,1,10.99,-88,10.99,7,3,208,27,2,False
2022-07-28,3,10.99,-91,32.97,7,3,209,28,3,False
2022-07-29,3,10.99,-94,32.97,7,4,210,29,4,False
2022-07-30,4,10.99,-98,43.96,7,4,211,30,5,True
2022-08-01,2,10.99,-100,21.98,8,0,213,1,0,False
2022-08-02,2,10.99,-88,21.98,8,0,214,2,1,False
2022-08-03,2,10.99,-90,21.98,8,0,215,3,2,False
2022-08-04,2,10.99,-92,21.98,8,0,216,4,3,False
2022-08-05,4,10.99,-96,43.96,8,0,217,5,4,False
2022-08-06,4,10.99,-100,43.96,8,0,218,6,5,True
2022-08-08,2,10.99,-102,21.98,8,1,220,8,0,False
2022-08-09,2,10.99,-88,21.98,8,1,221,9,1,False
2022-08-10,2,10.99,-90,21.98,8,1,222,10,2,False
2022-08-11,2,10.99,-92,21.98,8,1,223,11,3,False
2022-08-12,3,10.99,-95,32.97,8,1,224,12,4,False
2022-08-13,4,10.99,-99,43.96,8,1,225,13,5,True
2022-08-15,4,10.99,-103,43.96,8,2,227,15,0,False
2022-08-16,3,10.99,-91,32.97,8,2,228,16,1,False
2022-08-17,3,10.99,-94,32.97,8,2,229,17,2,False
2022-08-18,1,10.99,-95,10.99,8,2,230,18,3,False
2022-08-19,3,10.99,-98,32.97,8,2,231,19,4,False
2022-08-20,3,10.99,-101,32.97,8,2,232,20,5,True
2022-08-22,2,10.99,-103,21.98,8,3,234,22,0,False
2022-08-23,4,10.99,-90,43.96,8,3,235,23,1,False
2022-08-24,4,10.99,-94,43.96,8,3,236,24,2,False
2022-08-25,3,10.99,-97,32.97,8,3,237,25,3,False
2022-08-26,4,10.99,-101,43.96,8,3,238,26,4,False
2022-08-27,3,10.99,-104,32.97,8,3,239,27,5,True
2022-08-29,3,10.99,-107,32.97,8,4,241,29,0,False
2022-08-30,3,10.99,-90,32.97,8,4,242,30,1,False
2022-08-31,2,10.99,-92,21.98,8,4,243,31,2,False
2022-09-01,1,10.99,-93,10.99,9,0,244,1,3,False
2022-09-02,3,10.99,-96,32.97,9,0,245,2,4,False
2022-09-03,4,10.99,-100,43.96,9,0,246,3,5,True
2022-09-05,3,10.99,-103,32.97,9,0,248,5,0,False
2022-09-06,2,10.99,-89,21.98,9,0,249,6,1,False
2022-09-07,3,10.99,-92,32.97,9,0,250,7,2,False
2022-09-08,3,10.99,-95,32.97,9,1,251,8,3,False
2022-09-09,3,10.99,-98,32.97,9,1,252,9,4,False
2022-09-10,3,10.99,-101,32.97,9,1,253,10,5,True
2022-09-12,2,10.99,-103,21.98,9,1,255,12,0,False
2022-09-13,3,10.99,-89,32.97,9,1,256,13,1,False
2022-09-14,2,10.99,-91,21.98,9,1,257,14,2,False
2022-09-15,2,10.99,-93,21.98,9,2,258,15,3,False
2022-09-16,2,10.99,-95,21.98,9,2,259,16,4,False
2022-09-17,4,10.99,-99,43.96,9,2,260,17,5,True
2022-09-19,4,10.99,-103,43.96,9,2,262,19,0,False
2022-09-21,1,10.99,-89,10.99,9,2,264,21,2,False
2022-09-22,3,10.99,-92,32.97,9,3,265,22,3,False
2022-09-23,3,10.99,-95,32.97,9,3,266,23,4,False
2022-09-26,2,10.99,-97,21.98,9,3,269,26,0,False
2022-09-27,3,10.99,-89,32.97,9,3,270,27,1,False
2022-09-28,1,10.99,-90,10.99,9,3,271,28,2,False
2022-09-29,2,10.99,-92,21.98,9,4,272,29,3,False
2022-09-30,4,10.99,-88,43.96,9,4,273,30,4,False
2022-10-01,4,10.99,-92,43.96,10,0,274,1,5,True
2022-10-04,3,10.99,-3,32.97,10,0,277,4,1,False
2022-10-05,3,10.99,-6,32.97,10,0,278,5,2,False
2022-10-06,3,10.99,-9,32.97,10,0,279,6,3,False
2022-10-07,4,10.99,-13,43.96,10,0,280,7,4,False
2022-10-08,3,10.99,-16,32.97,10,1,281,8,5,True
2022-10-10,2,10.99,-18,21.98,10,1,283,10,0,False
2022-10-13,2,10.99,-4,21.98,10,1,286,13,3,False
2022-10-14,4,10.99,-8,43.96,10,1,287,14,4,False
2022-10-15,2,10.99,-10,21.98,10,2,288,15,5,True
2022-10-18,1,10.99,-1,10.99,10,2,291,18,1,False
2022-10-19,2,10.99,-3,21.98,10,2,292,19,2,False
2022-10-20,2,10.99,-5,21.98,10,2,293,20,3,False
2022-10-21,2,10.99,-7,21.98,10,2,294,21,4,False
2022-10-22,3,10.99,-10,32.97,10,3,295,22,5,True
2022-10-24,2,10.99,-12,21.98,10,3,297,24,0,False
2022-10-25,2,10.99,-4,21.98,10,3,298,25,1,False
2022-10-26,1,10.99,-5,10.99,10,3,299,26,2,False
2022-10-27,3,10.99,-8,32.97,10,3,300,27,3,False
2022-10-28,3,10.99,-11,32.97,10,3,301,28,4,False
2022-10-29,3,10.99,-14,32.97,10,4,302,29,5,True
2022-11-01,2,10.99,-2,21.98,11,0,305,1,1,False
2022-11-02,2,10.99,-4,21.98,11,0,306,2,2,False
2022-11-03,2,10.99,-6,21.98,11,0,307,3,3,False
2022-11-04,2,10.99,-8,21.98,11,0,308,4,4,False
2022-11-05,2,10.99,-10,21.98,11,0,309,5,5,True
2022-11-07,2,10.99,-12,21.98,11,0,311,7,0,False
2022-11-08,2,10.99,-4,21.98,11,1,312,8,1,False
2022-11-09,2,10.99,-6,21.98,11,1,313,9,2,False
