Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,8.19,-1,8.19,1,0,2,2,0,False
2023-01-03,1,8.19,-2,8.19,1,0,3,3,1,False
2023-01-04,2,8.19,-4,16.38,1,0,4,4,2,False
2023-01-06,1,8.19,-5,8.19,1,0,6,6,4,False
2023-01-09,1,8.19,-1,8.19,1,1,9,9,0,False
2023-01-11,1,8.19,-2,8.19,1,1,11,11,2,False
2023-01-12,1,8.19,-3,8.19,1,1,12,12,3,False
2023-01-13,1,8.19,-4,8.19,1,1,13,13,4,False
2023-01-14,1,8.19,-5,8.19,1,1,14,14,5,True
2023-01-16,1,8.19,-6,8.19,1,2,16,16,0,False
2023-01-17,1,8.19,-7,8.19,1,2,17,17,1,False
2023-01-19,1,8.19,-3,8.19,1,2,19,19,3,False
2023-01-20,1,8.19,-4,8.19,1,2,20,20,4,False
2023-01-23,1,8.19,-1,8.19,1,3,23,23,0,False
2023-01-24,1,8.19,-2,8.19,1,3,24,24,1,False
2023-01-25,1,8.19,-3,8.19,1,3,25,25,2,False
2023-01-31,1,8.19,-1,8.19,1,4,31,31,1,False
2022-05-10,1,7.99,-1,7.99,5,1,130,10,1,False
2022-05-11,1,7.99,-2,7.99,5,1,131,11,2,False
2022-05-12,1,7.99,-3,7.99,5,1,132,12,3,False
2022-05-13,1,7.99,-4,7.99,5,1,133,13,4,False
2022-05-14,1,7.99,-5,7.99,5,1,134,14,5,True
2022-05-19,1,7.99,-6,7.99,5,2,139,19,3,False
2022-05-20,1,7.99,-7,7.99,5,2,140,20,4,False
2022-05-21,1,7.99,-8,7.99,5,2,141,21,5,True
2022-05-23,1,7.99,-9,7.99,5,3,143,23,0,False
2022-05-24,1,7.99,-10,7.99,5,3,144,24,1,False
2022-05-25,2,7.99,-12,15.98,5,3,145,25,2,False
2022-05-27,2,7.99,-14,15.98,5,3,147,27,4,False
2022-05-28,1,7.99,-15,7.99,5,3,148,28,5,True
2022-05-31,1,7.99,-16,7.99,5,4,151,31,1,False
2022-06-01,1,7.99,-17,7.99,6,0,152,1,2,False
2022-06-03,1,7.99,-18,7.99,6,0,154,3,4,False
2022-06-09,1,7.99,-19,7.99,6,1,160,9,3,False
2022-06-10,1,7.99,-20,7.99,6,1,161,10,4,False
2022-06-11,2,7.99,-22,15.98,6,1,162,11,5,True
2022-06-14,1,7.99,-23,7.99,6,1,165,14,1,False
2022-06-16,1,7.99,-24,7.99,6,2,167,16,3,False
2022-06-17,2,7.99,-26,15.98,6,2,168,17,4,False
2022-06-22,1,7.99,-27,7.99,6,3,173,22,2,False
2022-06-23,1,7.99,-28,7.99,6,3,174,23,3,False
2022-06-24,1,7.99,-29,7.99,6,3,175,24,4,False
2022-06-25,1,7.99,-30,7.99,6,3,176,25,5,True
2022-06-28,1,7.99,-27,7.99,6,3,179,28,1,False
2022-06-29,1,7.99,-28,7.99,6,4,180,29,2,False
2022-06-30,1,7.99,-29,7.99,6,4,181,30,3,False
2022-07-01,1,7.99,-30,7.99,7,0,182,1,4,False
2022-07-09,1,8.19,-27,8.19,7,1,190,9,5,True
2022-07-11,1,8.19,-28,8.19,7,1,192,11,0,False
2022-07-12,1,8.19,-28,8.19,7,1,193,12,1,False
2022-07-13,1,8.19,-29,8.19,7,1,194,13,2,False
2022-07-14,1,8.19,-30,8.19,7,1,195,14,3,False
2022-07-15,1,8.19,-31,8.19,7,2,196,15,4,False
2022-07-18,1,8.19,-32,8.19,7,2,199,18,0,False
2022-07-19,1,8.19,-28,8.19,7,2,200,19,1,False
2022-07-20,1,8.19,-29,8.19,7,2,201,20,2,False
2022-07-21,1,8.19,-30,8.19,7,2,202,21,3,False
2022-07-22,1,8.19,-31,8.19,7,3,203,22,4,False
2022-07-28,1,8.19,-27,8.19,7,3,209,28,3,False
2022-07-30,1,8.19,-28,8.19,7,4,211,30,5,True
2022-08-01,1,8.19,-29,8.19,8,0,213,1,0,False
2022-08-02,1,8.19,-28,8.19,8,0,214,2,1,False
2022-08-04,1,8.19,-29,8.19,8,0,216,4,3,False
2022-08-05,1,8.19,-30,8.19,8,0,217,5,4,False
2022-08-06,2,8.19,-32,16.38,8,0,218,6,5,True
2022-08-08,1,8.19,-33,8.19,8,1,220,8,0,False
2022-08-09,1,8.19,-28,8.19,8,1,221,9,1,False
2022-08-10,1,8.19,-29,8.19,8,1,222,10,2,False
2022-08-11,1,8.19,-30,8.19,8,1,223,11,3,False
2022-08-12,1,8.19,-31,8.19,8,1,224,12,4,False
2022-08-13,1,8.19,-32,8.19,8,1,225,13,5,True
2022-08-16,1,8.19,-27,8.19,8,2,228,16,1,False
2022-08-17,1,8.19,-28,8.19,8,2,229,17,2,False
2022-08-19,1,8.19,-29,8.19,8,2,231,19,4,False
2022-08-20,1,8.19,-30,8.19,8,2,232,20,5,True
2022-08-22,1,8.19,-31,8.19,8,3,234,22,0,False
2022-08-23,1,8.19,-28,8.19,8,3,235,23,1,False
2022-08-27,1,8.19,-29,8.19,8,3,239,27,5,True
2022-08-30,1,8.19,-27,8.19,8,4,242,30,1,False
2022-08-31,1,8.19,-28,8.19,8,4,243,31,2,False
2022-09-02,1,8.19,-29,8.19,9,0,245,2,4,False
2022-09-05,1,8.19,-30,8.19,9,0,248,5,0,False
2022-09-08,1,8.19,-28,8.19,9,1,251,8,3,False
2022-09-09,1,8.19,-29,8.19,9,1,252,9,4,False
2022-09-13,1,8.19,-27,8.19,9,1,256,13,1,False
2022-09-14,1,8.19,-28,8.19,9,1,257,14,2,False
2022-09-16,1,8.19,-29,8.19,9,2,259,16,4,False
2022-09-19,1,8.19,-30,8.19,9,2,262,19,0,False
2022-09-21,1,8.19,-28,8.19,9,2,264,21,2,False
2022-09-22,1,8.19,-29,8.19,9,3,265,22,3,False
