Date,StoreID,ProductID,Quantity,Price,Quantity_perWeek,Price_Total_perOrder
20230102,4051653300272,4260705920010,"1,000","4,29","-1,000","4,29"
20230102,4051653300272,4260705920027,"1,000","3,89","-1,000","3,89"
20230102,4051653300272,4260705920034,"1,000","3,89","-1,000","3,89"
20230102,4051653300272,4260705920058,"1,000","3,59","-1,000","3,59"
20230102,4051653300272,4260705920072,"1,000","5,99","-1,000","5,99"
20230102,4051653300272,4260705920096,"1,000","5,59","-1,000","5,59"
20230102,4051653300272,4260705920102,"1,000","6,79","-1,000","6,79"
20230102,4051653300272,4260705920119,"1,000","7,99","-1,000","7,99"
20230102,4051653300272,4260705920140,"1,000","8,19","-1,000","8,19"
20230102,4051653300272,4260705920157,"1,000","7,49","-1,000","7,49"
20230102,4051653300272,4260705920164,"1,000","7,49","-1,000","7,49"
20230102,4051653300272,4260705920249,"1,000","4,69","-1,000","4,69"
20230102,4051653300272,4260705920294,"2,000","15,99","-2,000","31,98"
20230102,4051653300272,4260705920317,"1,000","9,99","-1,000","9,99"
20230102,4051653300272,4260705920324,"2,000","10,99","-2,000","21,98"
20230102,4051653300272,4260705920331,"1,000","8,69","-1,000","8,69"
20230102,4051653300272,4260705920416,"1,000","7,19","-1,000","7,19"
20230102,4051653300272,4260705920423,"1,000","4,99","-1,000","4,99"
20230102,4051653300272,4260705920515,"1,000","5,49","-1,000","5,49"
20230102,4051653300272,4260705920522,"1,000","6,49","-1,000","6,49"
20230102,4051653300272,4260705920546,"1,000","7,79","-1,000","7,79"
20230102,4051653300272,4260705920591,"1,000","10,49","-1,000","10,49"
20230103,4051653300272,4260705920010,"1,000","4,29","-2,000","4,29"
20230103,4051653300272,4260705920034,"1,000","3,89","-2,000","3,89"
20230103,4051653300272,4260705920140,"1,000","8,19","-2,000","8,19"
20230103,4051653300272,4260705920157,"1,000","7,49","-2,000","7,49"
20230103,4051653300272,4260705920164,"1,000","7,49","-2,000","7,49"
20230103,4051653300272,4260705920249,"1,000","4,69","-2,000","4,69"
20230103,4051653300272,4260705920294,"1,000","15,99","-3,000","15,99"
20230103,4051653300272,4260705920300,"1,000","15,49","-1,000","15,49"
20230103,4051653300272,4260705920317,"1,000","9,99","-2,000","9,99"
20230103,4051653300272,4260705920324,"2,000","10,99","-4,000","21,98"
20230103,4051653300272,4260705920331,"1,000","8,69","-2,000","8,69"
20230103,4051653300272,4260705920416,"1,000","7,19","-2,000","7,19"
20230103,4051653300272,4260705920423,"1,000","4,99","-2,000","4,99"
20230103,4051653300272,4260705920522,"1,000","6,49","-2,000","6,49"
20230103,4051653300272,4260705920546,"1,000","7,79","-2,000","7,79"
20230104,4051653300272,4260705920072,"1,000","5,99","-2,000","5,99"
20230104,4051653300272,4260705920096,"1,000","5,59","-2,000","5,59"
20230104,4051653300272,4260705920102,"1,000","6,79","-2,000","6,79"
20230104,4051653300272,4260705920119,"1,000","7,99","-2,000","7,99"
20230104,4051653300272,4260705920140,"2,000","8,19","-4,000","16,38"
20230104,4051653300272,4260705920157,"1,000","7,49","-3,000","7,49"
20230104,4051653300272,4260705920164,"1,000","7,49","-3,000","7,49"
20230104,4051653300272,4260705920232,"2,000","7,99","-2,000","15,98"
20230104,4051653300272,4260705920249,"1,000","4,69","-3,000","4,69"
20230104,4051653300272,4260705920256,"1,000","7,99","-1,000","7,99"
20230104,4051653300272,4260705920294,"4,000","15,99","-7,000","63,96"
