Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,5.59,-4,5.59,1,0,2,2,0,False
2023-01-04,1,5.59,-5,5.59,1,0,4,4,2,False
2023-01-05,1,5.59,-6,5.59,1,0,5,5,3,False
2023-01-10,1,5.59,-4,5.59,1,1,10,10,1,False
2023-01-14,1,5.59,-5,5.59,1,1,14,14,5,True
2023-02-04,1,5.59,-4,5.59,2,0,35,4,5,True
2022-09-10,1,5.59,-1,5.59,9,1,253,10,5,True
2022-09-14,1,5.59,-1,5.59,9,1,257,14,2,False
2022-09-19,1,5.59,-2,5.59,9,2,262,19,0,False
2022-09-22,1,5.59,-5,5.59,9,3,265,22,3,False
2022-09-24,1,5.59,-6,5.59,9,3,267,24,5,True
2022-09-27,1,5.59,-4,5.59,9,3,270,27,1,False
2022-09-30,1,5.59,-5,5.59,9,4,273,30,4,False
2022-10-08,1,5.59,-4,5.59,10,1,281,8,5,True
2022-10-10,1,5.59,-5,5.59,10,1,283,10,0,False
2022-10-12,1,5.59,-5,5.59,10,1,285,12,2,False
2022-10-18,1,5.59,-4,5.59,10,2,291,18,1,False
2022-10-22,1,5.59,-5,5.59,10,3,295,22,5,True
2022-10-24,1,5.59,-6,5.59,10,3,297,24,0,False
2022-10-28,1,5.59,-5,5.59,10,3,301,28,4,False
2022-10-29,1,5.59,-6,5.59,10,4,302,29,5,True
2022-11-05,1,5.59,-4,5.59,11,0,309,5,5,True
2022-11-08,1,5.59,-4,5.59,11,1,312,8,1,False
2022-11-11,1,5.59,-5,5.59,11,1,315,11,4,False
2022-11-17,1,5.59,-4,5.59,11,2,321,17,3,False
2022-11-22,1,5.59,-4,5.59,11,3,326,22,1,False
2022-12-09,1,5.59,-4,5.59,12,1,343,9,4,False
2022-12-12,1,5.59,-5,5.59,12,1,346,12,0,False
2022-12-13,1,5.59,-5,5.59,12,1,347,13,1,False
2022-12-16,1,5.59,-6,5.59,12,2,350,16,4,False
2022-12-19,1,5.59,-7,5.59,12,2,353,19,0,False
