Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2022-09-12,1,3.59,2,3.59,9,1,255,12,0,False
2022-09-13,1,3.59,2,3.59,9,1,256,13,1,False
2022-09-14,1,3.59,-2,3.59,9,1,257,14,2,False
2022-09-15,1,3.59,-3,3.59,9,2,258,15,3,False
2022-09-29,1,3.59,-4,3.59,9,4,272,29,3,False
2022-09-30,2,3.59,-6,7.18,9,4,273,30,4,False
2022-10-24,1,3.89,-4,3.89,10,3,297,24,0,False
2022-11-05,1,3.89,-4,3.89,11,0,309,5,5,True
2022-11-19,1,3.89,-4,3.89,11,2,323,19,5,True
2022-11-25,1,3.89,-4,3.89,11,3,329,25,4,False
2022-12-05,1,3.89,-4,3.89,12,0,339,5,0,False
2022-12-12,1,3.89,-5,3.89,12,1,346,12,0,False
2022-12-13,1,3.89,-5,3.89,12,1,347,13,1,False
2022-12-14,1,3.89,-6,3.89,12,1,348,14,2,False
2022-12-19,1,3.89,-7,3.89,12,2,353,19,0,False
2022-12-20,1,3.89,-5,3.89,12,2,354,20,1,False
