Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,7.49,-6,7.49,1,0,2,2,0,False
2023-01-06,1,7.49,-7,7.49,1,0,6,6,4,False
2023-01-07,1,7.49,-8,7.49,1,0,7,7,5,True
2023-01-09,1,7.49,-6,7.49,1,1,9,9,0,False
2023-01-14,1,7.49,-7,7.49,1,1,14,14,5,True
2023-01-17,1,7.49,-8,7.49,1,2,17,17,1,False
2023-01-21,1,7.49,-7,7.49,1,2,21,21,5,True
2023-01-24,1,7.49,-6,7.49,1,3,24,24,1,False
2023-01-26,1,7.49,-7,7.49,1,3,26,26,3,False
2023-02-01,1,7.49,-6,7.49,2,0,32,1,2,False
2023-02-03,1,7.49,-7,7.49,2,0,34,3,4,False
2022-09-09,1,7.49,-1,7.49,9,1,252,9,4,False
2022-09-12,1,7.49,4,7.49,9,1,255,12,0,False
2022-09-15,1,7.49,-1,7.49,9,2,258,15,3,False
2022-09-17,1,7.49,-2,7.49,9,2,260,17,5,True
2022-09-22,1,7.49,-6,7.49,9,3,265,22,3,False
2022-09-24,2,7.49,-8,14.98,9,3,267,24,5,True
2022-09-28,1,7.49,-6,7.49,9,3,271,28,2,False
2022-09-30,1,7.49,-7,7.49,9,4,273,30,4,False
2022-10-01,1,7.49,-8,7.49,10,0,274,1,5,True
2022-10-06,1,7.49,-6,7.49,10,0,279,6,3,False
2022-10-08,2,7.49,-8,14.98,10,1,281,8,5,True
2022-10-14,1,7.49,-6,7.49,10,1,287,14,4,False
2022-10-24,1,7.49,-6,7.49,10,3,297,24,0,False
2022-10-25,1,7.49,-7,7.49,10,3,298,25,1,False
2022-10-26,1,7.49,-8,7.49,10,3,299,26,2,False
2022-10-27,1,7.49,-9,7.49,10,3,300,27,3,False
2022-10-28,1,7.49,-10,7.49,10,3,301,28,4,False
2022-11-05,1,7.49,-6,7.49,11,0,309,5,5,True
2022-11-11,1,7.49,-6,7.49,11,1,315,11,4,False
2022-11-19,1,7.49,-6,7.49,11,2,323,19,5,True
2022-11-26,1,7.49,-6,7.49,11,3,330,26,5,True
2022-11-28,1,7.49,-7,7.49,11,3,332,28,0,False
2022-11-30,1,7.49,-7,7.49,11,4,334,30,2,False
2022-12-01,1,7.49,-8,7.49,12,0,335,1,3,False
2022-12-03,1,7.49,-9,7.49,12,0,337,3,5,True
2022-12-06,1,7.49,-6,7.49,12,0,340,6,1,False
2022-12-07,1,7.49,-7,7.49,12,0,341,7,2,False
2022-12-08,1,7.49,-8,7.49,12,1,342,8,3,False
2022-12-09,1,7.49,-9,7.49,12,1,343,9,4,False
2022-12-12,1,7.49,-10,7.49,12,1,346,12,0,False
2022-12-17,1,7.49,-7,7.49,12,2,351,17,5,True
2022-12-19,1,7.49,-8,7.49,12,2,353,19,0,False
2022-12-23,1,7.49,-7,7.49,12,3,357,23,4,False
2022-12-27,1,7.49,-6,7.49,12,3,361,27,1,False
2022-12-28,1,7.49,-7,7.49,12,3,362,28,2,False
2022-12-29,1,7.49,-8,7.49,12,4,363,29,3,False
2022-12-30,1,7.49,-9,7.49,12,4,364,30,4,False
