Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,2.99,-1,2.99,1,0,2,2,0,False
2023-01-12,3,2.99,-3,8.97,1,1,12,12,3,False
2022-09-12,1,2.99,-1,2.99,9,1,255,12,0,False
2022-09-16,2,2.99,-2,5.98,9,2,259,16,4,False
2022-09-27,1,2.99,-1,2.99,9,3,270,27,1,False
2022-09-30,1,2.99,-2,2.99,9,4,273,30,4,False
2022-10-07,1,2.99,-1,2.99,10,0,280,7,4,False
2022-10-11,1,2.99,-1,2.99,10,1,284,11,1,False
2022-10-12,2,2.99,-3,5.98,10,1,285,12,2,False
2022-10-24,1,2.99,-1,2.99,10,3,297,24,0,False
2022-10-27,2,2.99,-3,5.98,10,3,300,27,3,False
2022-11-01,1,2.99,-1,2.99,11,0,305,1,1,False
2022-11-05,1,2.99,-2,2.99,11,0,309,5,5,True
2022-11-18,1,2.99,-1,2.99,11,2,322,18,4,False
2022-12-02,1,2.99,-1,2.99,12,0,336,2,4,False
2022-12-05,2,2.99,-3,5.98,12,0,339,5,0,False
2022-12-06,1,2.99,-3,2.99,12,0,340,6,1,False
2022-12-14,2,2.99,-2,5.98,12,1,348,14,2,False
2022-12-21,1,2.99,-1,2.99,12,2,355,21,2,False
