Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2022-09-09,1,7.99,-1,7.99,9,1,252,9,4,False
2022-09-10,1,7.99,-2,7.99,9,1,253,10,5,True
2022-09-12,1,7.99,2,7.99,9,1,255,12,0,False
2022-09-13,1,7.99,2,7.99,9,1,256,13,1,False
2022-09-14,1,7.99,-2,7.99,9,1,257,14,2,False
2022-09-15,1,7.99,-3,7.99,9,2,258,15,3,False
2022-09-16,1,7.99,-4,7.99,9,2,259,16,4,False
2022-09-19,1,7.99,-5,7.99,9,2,262,19,0,False
2022-09-20,1,7.99,-5,7.99,9,2,263,20,1,False
2022-09-23,1,7.99,-6,7.99,9,3,266,23,4,False
2022-09-24,2,7.99,-8,15.98,9,3,267,24,5,True
2022-09-26,1,7.99,-9,7.99,9,3,269,26,0,False
2022-09-27,1,7.99,-5,7.99,9,3,270,27,1,False
2022-09-28,1,7.99,-6,7.99,9,3,271,28,2,False
2022-09-29,1,7.99,-7,7.99,9,4,272,29,3,False
2022-09-30,3,7.99,-10,23.97,9,4,273,30,4,False
2022-10-01,1,7.99,-11,7.99,10,0,274,1,5,True
2022-10-04,1,7.99,-4,7.99,10,0,277,4,1,False
2022-10-05,1,7.99,-5,7.99,10,0,278,5,2,False
2022-10-06,1,7.99,-6,7.99,10,0,279,6,3,False
2022-10-07,1,7.99,-7,7.99,10,0,280,7,4,False
2022-10-08,1,7.99,-8,7.99,10,1,281,8,5,True
2022-10-12,1,7.99,-4,7.99,10,1,285,12,2,False
2022-10-13,1,7.99,-5,7.99,10,1,286,13,3,False
2022-10-15,1,7.99,-6,7.99,10,2,288,15,5,True
2022-10-18,1,7.99,-4,7.99,10,2,291,18,1,False
2022-10-19,1,7.99,-5,7.99,10,2,292,19,2,False
2022-10-21,1,7.99,-6,7.99,10,2,294,21,4,False
2022-10-22,1,7.99,-7,7.99,10,3,295,22,5,True
2022-10-24,1,7.99,-8,7.99,10,3,297,24,0,False
2022-10-25,1,7.99,-5,7.99,10,3,298,25,1,False
2022-10-26,1,7.99,-6,7.99,10,3,299,26,2,False
2022-10-27,1,7.99,-7,7.99,10,3,300,27,3,False
2022-10-28,1,7.99,-8,7.99,10,3,301,28,4,False
2022-10-29,1,7.99,-9,7.99,10,4,302,29,5,True
2022-11-01,1,7.99,-4,7.99,11,0,305,1,1,False
2022-11-04,3,7.99,-7,23.97,11,0,308,4,4,False
2022-11-05,3,7.99,-10,23.97,11,0,309,5,5,True
2022-11-07,1,7.99,-11,7.99,11,0,311,7,0,False
2022-11-08,1,7.99,-5,7.99,11,1,312,8,1,False
2022-11-09,1,7.99,-6,7.99,11,1,313,9,2,False
2022-11-10,1,7.99,-7,7.99,11,1,314,10,3,False
2022-11-11,1,7.99,-8,7.99,11,1,315,11,4,False
2022-11-12,1,7.99,-9,7.99,11,1,316,12,5,True
2022-11-14,1,7.99,-10,7.99,11,1,318,14,0,False
2022-11-15,1,7.99,-5,7.99,11,2,319,15,1,False
2022-11-16,1,7.99,-6,7.99,11,2,320,16,2,False
2022-11-17,1,7.99,-7,7.99,11,2,321,17,3,False
2022-11-19,1,7.99,-8,7.99,11,2,323,19,5,True
2022-11-21,1,7.99,-9,7.99,11,2,325,21,0,False
2022-11-22,1,7.99,-5,7.99,11,3,326,22,1,False
2022-11-23,1,7.99,-6,7.99,11,3,327,23,2,False
2022-11-24,1,7.99,-7,7.99,11,3,328,24,3,False
2022-11-26,1,7.99,-8,7.99,11,3,330,26,5,True
2022-11-29,1,7.99,-4,7.99,11,4,333,29,1,False
