Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2022-09-17,1,5.79,-1,5.79,9,2,260,17,5,True
2022-09-23,1,5.79,-6,5.79,9,3,266,23,4,False
2022-09-24,1,5.79,-7,5.79,9,3,267,24,5,True
2022-10-07,1,5.79,-6,5.79,10,0,280,7,4,False
2022-10-08,1,5.79,-7,5.79,10,1,281,8,5,True
2022-10-14,1,5.79,-6,5.79,10,1,287,14,4,False
2022-10-15,1,5.79,-7,5.79,10,2,288,15,5,True
2022-10-21,1,5.69,-6,5.69,10,2,294,21,4,False
2022-10-22,1,5.69,-7,5.69,10,3,295,22,5,True
2022-10-28,1,5.69,-6,5.69,10,3,301,28,4,False
2022-10-29,1,5.69,-7,5.69,10,4,302,29,5,True
2022-11-04,3,5.69,-8,17.07,11,0,308,4,4,False
2022-11-05,2,5.69,-10,11.38,11,0,309,5,5,True
2022-11-11,3,5.69,-8,17.07,11,1,315,11,4,False
2022-11-12,1,5.69,-9,5.69,11,1,316,12,5,True
