Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2022-09-10,1,8.69,-1,8.69,9,1,253,10,5,True
2022-09-13,1,8.69,2,8.69,9,1,256,13,1,False
2022-09-20,1,8.69,-7,8.69,9,2,263,20,1,False
2022-09-22,1,8.69,-8,8.69,9,3,265,22,3,False
2022-10-01,1,8.69,-7,8.69,10,0,274,1,5,True
2022-10-05,1,8.69,-7,8.69,10,0,278,5,2,False
2022-10-06,1,8.69,-8,8.69,10,0,279,6,3,False
2022-10-07,1,8.69,-9,8.69,10,0,280,7,4,False
2022-10-10,1,8.69,-10,8.69,10,1,283,10,0,False
2022-10-12,1,8.69,-8,8.69,10,1,285,12,2,False
2022-10-15,1,8.69,-9,8.69,10,2,288,15,5,True
2022-10-20,1,8.69,-7,8.69,10,2,293,20,3,False
2022-10-22,1,8.69,-8,8.69,10,3,295,22,5,True
2022-10-25,1,8.69,-7,8.69,10,3,298,25,1,False
2022-10-26,1,8.69,-8,8.69,10,3,299,26,2,False
2022-10-28,1,8.69,-9,8.69,10,3,301,28,4,False
2022-11-01,1,8.69,-7,8.69,11,0,305,1,1,False
2022-11-19,1,8.69,-7,8.69,11,2,323,19,5,True
2022-11-26,1,8.69,-7,8.69,11,3,330,26,5,True
2022-12-17,1,8.69,-7,8.69,12,2,351,17,5,True
2022-12-30,1,8.69,-7,8.69,12,4,364,30,4,False
