Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,4.99,-6,4.99,1,0,2,2,0,False
2023-01-05,1,4.99,-7,4.99,1,0,5,5,3,False
2023-01-06,1,4.99,-8,4.99,1,0,6,6,4,False
2023-01-09,1,4.99,-6,4.99,1,1,9,9,0,False
2023-01-10,1,4.99,-7,4.99,1,1,10,10,1,False
2023-01-14,1,4.99,-8,4.99,1,1,14,14,5,True
2023-01-16,1,4.99,-9,4.99,1,2,16,16,0,False
2023-01-19,1,4.99,-7,4.99,1,2,19,19,3,False
2023-01-23,1,4.99,-6,4.99,1,3,23,23,0,False
2023-01-24,1,4.99,-7,4.99,1,3,24,24,1,False
2023-01-28,1,4.99,-8,4.99,1,3,28,28,5,True
2023-01-31,1,4.99,-6,4.99,1,4,31,31,1,False
2023-02-01,1,4.99,-7,4.99,2,0,32,1,2,False
2023-02-03,1,4.99,-8,4.99,2,0,34,3,4,False
2023-02-04,1,4.99,-9,4.99,2,0,35,4,5,True
2022-09-12,1,4.99,4,4.99,9,1,255,12,0,False
2022-09-14,2,4.99,-2,9.98,9,1,257,14,2,False
2022-09-15,1,4.99,-3,4.99,9,2,258,15,3,False
2022-09-16,1,4.99,-4,4.99,9,2,259,16,4,False
2022-09-23,2,4.99,-7,9.98,9,3,266,23,4,False
2022-09-24,1,4.99,-8,4.99,9,3,267,24,5,True
2022-09-26,1,4.99,-9,4.99,9,3,269,26,0,False
2022-09-27,1,4.99,-7,4.99,9,3,270,27,1,False
2022-09-29,1,4.99,-8,4.99,9,4,272,29,3,False
2022-10-05,1,4.99,-6,4.99,10,0,278,5,2,False
2022-10-06,1,4.99,-7,4.99,10,0,279,6,3,False
2022-10-08,2,4.99,-9,9.98,10,1,281,8,5,True
2022-10-10,1,4.99,-10,4.99,10,1,283,10,0,False
2022-10-12,1,4.99,-7,4.99,10,1,285,12,2,False
2022-10-15,1,4.99,-8,4.99,10,2,288,15,5,True
2022-10-19,1,4.99,-6,4.99,10,2,292,19,2,False
2022-10-20,2,4.99,-8,9.98,10,2,293,20,3,False
2022-10-21,1,4.99,-9,4.99,10,2,294,21,4,False
2022-10-24,1,4.99,-10,4.99,10,3,297,24,0,False
2022-10-27,1,4.99,-7,4.99,10,3,300,27,3,False
2022-10-29,1,4.99,-8,4.99,10,4,302,29,5,True
2022-11-02,1,4.99,-6,4.99,11,0,306,2,2,False
2022-11-03,1,4.99,-7,4.99,11,0,307,3,3,False
2022-11-04,1,4.99,-8,4.99,11,0,308,4,4,False
2022-11-05,2,4.99,-10,9.98,11,0,309,5,5,True
2022-11-08,1,4.99,-6,4.99,11,1,312,8,1,False
2022-11-09,1,4.99,-7,4.99,11,1,313,9,2,False
2022-11-10,1,4.99,-8,4.99,11,1,314,10,3,False
2022-11-11,1,4.99,-9,4.99,11,1,315,11,4,False
2022-11-12,1,4.99,-10,4.99,11,1,316,12,5,True
2022-11-16,1,4.99,-6,4.99,11,2,320,16,2,False
2022-11-17,1,4.99,-7,4.99,11,2,321,17,3,False
2022-11-19,1,4.99,-8,4.99,11,2,323,19,5,True
2022-11-21,1,4.99,-9,4.99,11,2,325,21,0,False
2022-11-22,1,4.99,-7,4.99,11,3,326,22,1,False
2022-11-24,1,4.99,-8,4.99,11,3,328,24,3,False
2022-11-25,1,4.99,-9,4.99,11,3,329,25,4,False
2022-11-29,1,4.99,-6,4.99,11,4,333,29,1,False
2022-11-30,1,4.99,-7,4.99,11,4,334,30,2,False
2022-12-07,1,4.99,-6,4.99,12,0,341,7,2,False
2022-12-08,1,4.99,-7,4.99,12,1,342,8,3,False
2022-12-10,1,4.99,-8,4.99,12,1,344,10,5,True
2022-12-12,1,4.99,-9,4.99,12,1,346,12,0,False
2022-12-16,1,4.99,-7,4.99,12,2,350,16,4,False
2022-12-19,1,4.99,-8,4.99,12,2,353,19,0,False
2022-12-23,1,4.99,-7,4.99,12,3,357,23,4,False
2022-12-28,1,4.99,-6,4.99,12,3,362,28,2,False
