Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-04,1,4.69,-7,4.69,1,0,4,4,2,False
2023-01-06,1,4.69,-8,4.69,1,0,6,6,4,False
2023-01-07,1,4.69,-9,4.69,1,0,7,7,5,True
2023-01-09,1,4.69,-7,4.69,1,1,9,9,0,False
2023-01-14,1,4.69,-8,4.69,1,1,14,14,5,True
2023-01-18,1,4.69,-7,4.69,1,2,18,18,2,False
2023-01-19,1,4.69,-8,4.69,1,2,19,19,3,False
2023-01-20,1,4.69,-9,4.69,1,2,20,20,4,False
2023-01-23,1,4.69,-7,4.69,1,3,23,23,0,False
2023-01-24,1,4.69,-8,4.69,1,3,24,24,1,False
2023-01-26,1,4.69,-9,4.69,1,3,26,26,3,False
2023-01-28,1,4.69,-10,4.69,1,3,28,28,5,True
2023-01-31,1,4.69,-7,4.69,1,4,31,31,1,False
2023-02-02,1,4.69,-8,4.69,2,0,33,2,3,False
2023-02-03,1,4.69,-9,4.69,2,0,34,3,4,False
2022-09-13,1,4.29,5,4.29,9,1,256,13,1,False
2022-09-14,2,4.29,-3,8.58,9,1,257,14,2,False
2022-09-16,2,4.29,-5,8.58,9,2,259,16,4,False
2022-09-17,2,4.29,-7,8.58,9,2,260,17,5,True
2022-09-21,1,4.29,-7,4.29,9,2,264,21,2,False
2022-09-22,2,4.29,-9,8.58,9,3,265,22,3,False
2022-09-23,2,4.29,-11,8.58,9,3,266,23,4,False
2022-09-24,1,4.29,-12,4.29,9,3,267,24,5,True
2022-09-26,2,4.29,-14,8.58,9,3,269,26,0,False
2022-09-27,2,4.29,-10,8.58,9,3,270,27,1,False
2022-09-29,1,4.29,-11,4.29,9,4,272,29,3,False
2022-09-30,1,4.29,-12,4.29,9,4,273,30,4,False
2022-10-01,1,4.29,-13,4.29,10,0,274,1,5,True
2022-10-05,2,4.29,-8,8.58,10,0,278,5,2,False
2022-10-06,2,4.29,-10,8.58,10,0,279,6,3,False
2022-10-08,2,4.29,-12,8.58,10,1,281,8,5,True
2022-10-10,3,4.29,-15,12.87,10,1,283,10,0,False
2022-10-12,2,4.29,-11,8.58,10,1,285,12,2,False
2022-10-14,1,4.29,-12,4.29,10,1,287,14,4,False
2022-10-15,2,4.29,-14,8.58,10,2,288,15,5,True
2022-10-17,1,4.29,-15,4.29,10,2,290,17,0,False
2022-10-18,1,4.29,-8,4.29,10,2,291,18,1,False
2022-10-21,1,4.69,-9,4.69,10,2,294,21,4,False
2022-10-22,1,4.69,-10,4.69,10,3,295,22,5,True
2022-10-24,2,4.69,-12,9.38,10,3,297,24,0,False
2022-10-27,1,4.69,-9,4.69,10,3,300,27,3,False
2022-10-28,1,4.69,-10,4.69,10,3,301,28,4,False
2022-10-29,1,4.69,-11,4.69,10,4,302,29,5,True
2022-11-01,1,4.69,-7,4.69,11,0,305,1,1,False
2022-11-02,1,4.69,-8,4.69,11,0,306,2,2,False
2022-11-04,3,4.69,-11,14.07,11,0,308,4,4,False
2022-11-05,3,4.69,-14,14.07,11,0,309,5,5,True
2022-11-07,1,4.69,-15,4.69,11,0,311,7,0,False
2022-11-08,1,4.69,-8,4.69,11,1,312,8,1,False
2022-11-10,1,4.69,-9,4.69,11,1,314,10,3,False
2022-11-11,3,4.69,-12,14.07,11,1,315,11,4,False
2022-11-12,2,4.69,-14,9.38,11,1,316,12,5,True
2022-11-15,1,4.69,-7,4.69,11,2,319,15,1,False
2022-11-17,1,4.69,-8,4.69,11,2,321,17,3,False
2022-11-22,1,4.69,-7,4.69,11,3,326,22,1,False
2022-11-23,1,4.69,-8,4.69,11,3,327,23,2,False
2022-11-25,1,4.69,-9,4.69,11,3,329,25,4,False
2022-11-29,1,4.69,-7,4.69,11,4,333,29,1,False
2022-12-01,1,4.69,-8,4.69,12,0,335,1,3,False
2022-12-03,1,4.69,-9,4.69,12,0,337,3,5,True
2022-12-05,1,4.69,-10,4.69,12,0,339,5,0,False
2022-12-07,1,4.69,-8,4.69,12,0,341,7,2,False
2022-12-08,1,4.69,-9,4.69,12,1,342,8,3,False
2022-12-09,1,4.69,-10,4.69,12,1,343,9,4,False
2022-12-10,1,4.69,-11,4.69,12,1,344,10,5,True
2022-12-12,1,4.69,-12,4.69,12,1,346,12,0,False
2022-12-14,1,4.69,-8,4.69,12,1,348,14,2,False
2022-12-17,1,4.69,-9,4.69,12,2,351,17,5,True
2022-12-19,1,4.69,-10,4.69,12,2,353,19,0,False
2022-12-21,1,4.69,-8,4.69,12,2,355,21,2,False
2022-12-22,1,4.69,-9,4.69,12,3,356,22,3,False
2022-12-23,1,4.69,-10,4.69,12,3,357,23,4,False
2022-12-27,1,4.69,-7,4.69,12,3,361,27,1,False
