Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-03,2,10.99,-11,21.98,1,0,3,3,1,False
2023-01-05,1,10.99,-12,10.99,1,0,5,5,3,False
2023-01-06,2,10.99,-14,21.98,1,0,6,6,4,False
2023-01-11,1,10.99,-10,10.99,1,1,11,11,2,False
2023-01-12,1,10.99,-11,10.99,1,1,12,12,3,False
2023-01-13,2,10.99,-13,21.98,1,1,13,13,4,False
2023-01-18,1,10.99,-10,10.99,1,2,18,18,2,False
2023-01-19,1,10.99,-11,10.99,1,2,19,19,3,False
2023-01-20,2,10.99,-13,21.98,1,2,20,20,4,False
2023-01-23,1,10.99,-10,10.99,1,3,23,23,0,False
2023-01-24,1,10.99,-11,10.99,1,3,24,24,1,False
2023-01-26,1,10.99,-12,10.99,1,3,26,26,3,False
2023-01-27,1,10.99,-13,10.99,1,3,27,27,4,False
2023-01-28,1,10.99,-14,10.99,1,3,28,28,5,True
2023-01-30,1,10.99,-10,10.99,1,4,30,30,0,False
2023-02-01,1,10.99,-11,10.99,2,0,32,1,2,False
2023-02-02,1,10.99,-12,10.99,2,0,33,2,3,False
2023-02-03,1,10.99,-13,10.99,2,0,34,3,4,False
2023-02-04,1,10.99,-14,10.99,2,0,35,4,5,True
2022-09-09,1,10.99,-1,10.99,9,1,252,9,4,False
2022-09-10,2,10.99,-3,21.98,9,1,253,10,5,True
2022-09-12,1,10.99,8,10.99,9,1,255,12,0,False
2022-09-14,1,10.99,-1,10.99,9,1,257,14,2,False
2022-09-15,1,10.99,-2,10.99,9,2,258,15,3,False
2022-09-16,1,10.99,-3,10.99,9,2,259,16,4,False
2022-09-17,1,10.99,-4,10.99,9,2,260,17,5,True
2022-09-19,1,10.99,-5,10.99,9,2,262,19,0,False
2022-09-20,3,10.99,-13,32.97,9,2,263,20,1,False
2022-09-22,1,10.99,-14,10.99,9,3,265,22,3,False
2022-09-23,1,10.99,-15,10.99,9,3,266,23,4,False
2022-09-24,1,10.99,-16,10.99,9,3,267,24,5,True
2022-09-26,1,10.99,-17,10.99,9,3,269,26,0,False
2022-09-27,2,10.99,-12,21.98,9,3,270,27,1,False
2022-09-28,2,10.99,-14,21.98,9,3,271,28,2,False
2022-09-29,2,10.99,-16,21.98,9,4,272,29,3,False
2022-09-30,1,10.99,-17,10.99,9,4,273,30,4,False
2022-10-04,2,10.99,-11,21.98,10,0,277,4,1,False
2022-10-05,2,10.99,-13,21.98,10,0,278,5,2,False
2022-10-06,2,10.99,-15,21.98,10,0,279,6,3,False
2022-10-07,1,10.99,-16,10.99,10,0,280,7,4,False
2022-10-08,3,10.99,-19,32.97,10,1,281,8,5,True
2022-10-11,1,10.99,-10,10.99,10,1,284,11,1,False
