Date,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2023-01-02,1,15.99,-12,15.99,1,0,2,2,0,False
2023-01-03,2,15.99,-14,31.98,1,0,3,3,1,False
2023-01-04,1,15.99,-15,15.99,1,0,4,4,2,False
2023-01-05,2,15.99,-17,31.98,1,0,5,5,3,False
2023-01-07,2,15.99,-19,31.98,1,0,7,7,5,True
2023-01-12,1,15.99,-12,15.99,1,1,12,12,3,False
2023-01-13,2,15.99,-14,31.98,1,1,13,13,4,False
2023-01-14,2,15.99,-16,31.98,1,1,14,14,5,True
2023-01-20,2,15.99,-13,31.98,1,2,20,20,4,False
2023-01-21,1,15.99,-14,15.99,1,2,21,21,5,True
2023-01-23,1,15.99,-12,15.99,1,3,23,23,0,False
2023-01-24,1,15.99,-13,15.99,1,3,24,24,1,False
2023-01-27,1,15.99,-14,15.99,1,3,27,27,4,False
2023-01-28,2,15.99,-16,31.98,1,3,28,28,5,True
2023-01-30,1,15.99,-12,15.99,1,4,30,30,0,False
2023-01-31,1,15.99,-13,15.99,1,4,31,31,1,False
2023-02-01,1,15.99,-14,15.99,2,0,32,1,2,False
2023-02-03,1,15.99,-15,15.99,2,0,34,3,4,False
2023-02-04,2,15.99,-17,31.98,2,0,35,4,5,True
2022-09-09,2,15.99,-2,31.98,9,1,252,9,4,False
2022-09-10,1,15.99,-3,15.99,9,1,253,10,5,True
2022-09-12,3,15.99,8,47.97,9,1,255,12,0,False
2022-09-13,2,15.99,9,31.98,9,1,256,13,1,False
2022-09-14,2,15.99,-4,31.98,9,1,257,14,2,False
2022-09-15,2,15.99,-6,31.98,9,2,258,15,3,False
2022-09-16,2,15.99,-8,31.98,9,2,259,16,4,False
2022-09-17,3,15.99,-11,47.97,9,2,260,17,5,True
2022-09-19,1,15.99,-12,15.99,9,2,262,19,0,False
2022-09-20,1,15.99,-13,15.99,9,2,263,20,1,False
2022-09-21,3,15.99,-16,47.97,9,2,264,21,2,False
2022-09-22,2,15.99,-18,31.98,9,3,265,22,3,False
2022-09-23,3,15.99,-21,47.97,9,3,266,23,4,False
